O74740	Accession	Label	Set	CV_Fold
P24919	P24919	0	Training	0
Q9H6F5	Q9H6F5	0	Training	1
P32569	P32569	0	Training	2
Q9M4B5	Q9M4B5	0	Training	3
P32785	P32785	0	Training	4
Q9D818	Q9D818	0	Training	0
O74317	O74317	0	Training	1
F4J7T2	F4J7T2	0	Training	2
Q03776	Q03776	0	Training	3
Q811H0	Q811H0	0	Training	4
Q9LZ08	Q9LZ08	0	Training	0
O15226	O15226	0	Training	1
A6QPQ5	A6QPQ5	0	Training	2
P47120	P47120	0	Training	3
Q92619	Q92619	0	Training	4
Q8RWE8	Q8RWE8	0	Training	0
O13834	O13834	0	Training	1
Q0WUY1	Q0WUY1	0	Training	2
Q9SCY2	Q9SCY2	0	Training	3
Q9BXS1	Q9BXS1	0	Training	4
Q08931	Q08931	0	Training	0
P25364	P25364	0	Training	1
O46101	O46101	0	Training	2
P54939	P54939	0	Training	3
Q86UA6	Q86UA6	0	Training	4
P34708	P34708	0	Training	0
Q8K339	Q8K339	0	Training	1
P97303	P97303	0	Training	2
P28803	P28803	0	Training	3
O74518	O74518	0	Training	4
Q9FFK6	Q9FFK6	0	Training	0
Q9BWU0	Q9BWU0	0	Training	1
E1BUG7	E1BUG7	0	Training	2
P10105	P10105	0	Training	3
P47141	P47141	0	Training	4
Q86YD1	Q86YD1	0	Training	0
Q94JU3	Q94JU3	0	Training	1
F4I2J8	F4I2J8	0	Training	2
Q2TB10	Q2TB10	0	Training	3
Q93VT9	Q93VT9	0	Training	4
P18576	P18576	0	Training	0
Q9P000	Q9P000	0	Training	1
Q9H204	Q9H204	0	Training	2
P38302	P38302	0	Training	3
Q6NWY9	Q6NWY9	0	Training	4
Q12062	Q12062	0	Training	0
Q04749	Q04749	0	Training	1
Q06835	Q06835	0	Training	2
D4A4P4	D4A4P4	0	Training	3
Q6NV75	Q6NV75	0	Training	4
Q9C5H9	Q9C5H9	0	Training	0
Q9HGP5	Q9HGP5	0	Training	1
O15084	O15084	0	Training	2
Q9UUM2	Q9UUM2	0	Training	3
O75506	O75506	0	Training	4
P42847	P42847	0	Training	0
Q921G6	Q921G6	0	Training	1
Q06665	Q06665	0	Training	2
B9DGU7	B9DGU7	0	Training	3
P87234	P87234	0	Training	4
P82925	P82925	0	Training	0
Q1ZXU0	Q1ZXU0	0	Training	1
Q12406	Q12406	0	Training	2
P10852	P10852	0	Training	3
P34260	P34260	0	Training	4
G5EDT1	G5EDT1	0	Training	0
Q5VWG9	Q5VWG9	0	Training	1
P32494	P32494	0	Training	2
Q6PDS3	Q6PDS3	0	Training	3
Q9VAM5	Q9VAM5	0	Training	4
Q8SWR3	Q8SWR3	0	Training	0
O93295	O93295	0	Training	1
P48437	P48437	0	Training	2
F1NPG5	F1NPG5	0	Training	3
Q04867	Q04867	0	Training	4
O81852	O81852	0	Training	0
Q9SIU2	Q9SIU2	0	Training	1
Q62868	Q62868	0	Training	2
A0A0R4IMY7	A0A0R4IMY7	0	Training	3
Q19203	Q19203	0	Training	4
Q03782	Q03782	0	Training	0
Q9VBW6	Q9VBW6	0	Training	1
Q9HCJ1	Q9HCJ1	0	Training	2
A0A486WWJ9	A0A486WWJ9	0	Training	3
Q5XVF0	Q5XVF0	0	Training	4
Q9Z2T2	Q9Z2T2	0	Training	0
Q15058	Q15058	0	Training	1
Q7KRI2	Q7KRI2	0	Training	2
Q05131	Q05131	0	Training	3
Q8BMA5	Q8BMA5	0	Training	4
B1AUS7	B1AUS7	0	Training	0
E9Q7G0	E9Q7G0	0	Training	1
P54113	P54113	0	Training	2
Q37708	Q37708	0	Training	3
P46678	P46678	0	Training	4
P53233	P53233	0	Training	0
Q9UJ42	Q9UJ42	0	Training	1
Q8T0D4	Q8T0D4	0	Training	2
Q4ZGE1	Q4ZGE1	0	Training	3
Q9USR9	Q9USR9	0	Training	4
F4JCX9	F4JCX9	0	Training	0
P82281	P82281	0	Training	1
B5X0I6	B5X0I6	0	Training	2
Q08278	Q08278	0	Training	3
Q8WYH8	Q8WYH8	0	Training	4
Q8GXA4	Q8GXA4	0	Training	0
Q1MTR4	Q1MTR4	0	Training	1
Q10426	Q10426	0	Training	2
O94417	O94417	0	Training	3
Q13285	Q13285	0	Training	4
Q96IZ2	Q96IZ2	0	Training	0
Q08959	Q08959	0	Training	1
Q6NZ36	Q6NZ36	0	Training	2
Q06089	Q06089	0	Training	3
O08608	O08608	0	Training	4
P15340	P15340	0	Training	0
P18412	P18412	0	Training	1
Q8CIN9	Q8CIN9	0	Training	2
P38227	P38227	0	Training	3
Q09884	Q09884	0	Training	4
O14464	O14464	0	Training	0
W5U2K2	W5U2K2	0	Training	1
Q9LF79	Q9LF79	0	Training	2
P38172	P38172	0	Training	3
O60150	O60150	0	Training	4
Q4E657	Q4E657	0	Training	0
Q9P7C8	Q9P7C8	0	Training	1
O75478	O75478	0	Training	2
Q96M32	Q96M32	0	Training	3
Q7S4E7	Q7S4E7	0	Training	4
A0A0D1E3S6	A0A0D1E3S6	0	Training	0
P38749	P38749	0	Training	1
P38282	P38282	0	Training	2
P14907	P14907	0	Training	3
Q8WXX7	Q8WXX7	0	Training	4
Q8TF40	Q8TF40	0	Training	0
P49842	P49842	0	Training	1
Q9C829	Q9C829	0	Training	2
P19634	P19634	0	Training	3
O00488	O00488	0	Training	4
Q8WVH0	Q8WVH0	0	Training	0
P94077	P94077	0	Training	1
Q673G8	Q673G8	0	Training	2
Q9HD34	Q9HD34	0	Training	3
P60879	P60879	0	Training	4
Q94AI4	Q94AI4	0	Training	0
Q9VS24	Q9VS24	0	Training	1
Q7SA88	Q7SA88	0	Training	2
Q01517	Q01517	0	Training	3
O74563	O74563	0	Training	4
Q91YI6	Q91YI6	0	Training	0
O74844	O74844	0	Training	1
P08417	P08417	0	Training	2
Q8R3H9	Q8R3H9	0	Training	3
O13395	O13395	0	Training	4
A0A7J6K338	A0A7J6K338	0	Training	0
Q12420	Q12420	0	Training	1
Q8L7F7	Q8L7F7	0	Training	2
Q8IXW5	Q8IXW5	0	Training	3
P14066	P14066	0	Training	4
Q9NZ63	Q9NZ63	0	Training	0
Q80Z30	Q80Z30	0	Training	1
Q23405	Q23405	0	Training	2
P28066	P28066	0	Training	3
Q9VEC1	Q9VEC1	0	Training	4
P32843	P32843	0	Training	0
Q10274	Q10274	0	Training	1
Q9ESJ1	Q9ESJ1	0	Training	2
O78750	O78750	0	Training	3
Q9Y314	Q9Y314	0	Training	4
Q9FFF5	Q9FFF5	0	Training	0
Q80WB5	Q80WB5	0	Training	1
P22293	P22293	0	Training	2
Q6P3S6	Q6P3S6	0	Training	3
P0DPI2	P0DPI2	0	Training	4
Q96DE5	Q96DE5	0	Training	0
Q8NAV1	Q8NAV1	0	Training	1
Q9UST6	Q9UST6	0	Training	2
Q03654	Q03654	0	Training	3
P38169	P38169	0	Training	4
Q8GT74	Q8GT74	0	Training	0
Q8L7E9	Q8L7E9	0	Training	1
C6SZ50	C6SZ50	0	Training	2
P53107	P53107	0	Training	3
Q99816	Q99816	0	Training	4
Q5TAX3	Q5TAX3	0	Training	0
O35914	O35914	0	Training	1
Q8N9N2	Q8N9N2	0	Training	2
Q9UDX5	Q9UDX5	0	Training	3
Q96255	Q96255	0	Training	4
P09114	P09114	0	Training	0
O60284	O60284	0	Training	1
Q99JT1	Q99JT1	0	Training	2
O94258	O94258	0	Training	3
Q3HNG7	Q3HNG7	0	Training	4
Q15388	Q15388	0	Training	0
Q6P4F7	Q6P4F7	0	Training	1
Q84TH4	Q84TH4	0	Training	2
O94311	O94311	0	Training	3
Q7SB95	Q7SB95	0	Training	4
B2C6R6	B2C6R6	0	Training	0
P05549	P05549	0	Training	1
Q59H18	Q59H18	0	Training	2
Q3E6R5	Q3E6R5	0	Training	3
Q27539	Q27539	0	Training	4
O02751	O02751	0	Training	0
Q9BUE6	Q9BUE6	0	Training	1
Q567V2	Q567V2	0	Training	2
P43583	P43583	0	Training	3
Q5JNS0	Q5JNS0	0	Training	4
P36159	P36159	0	Training	0
O82264	O82264	0	Training	1
P42566	P42566	0	Training	2
P35639	P35639	0	Training	3
Q9DCX2	Q9DCX2	0	Training	4
P56216	P56216	0	Training	0
O95696	O95696	0	Training	1
Q8N684	Q8N684	0	Training	2
P46781	P46781	0	Training	3
Q92766	Q92766	0	Training	4
Q9Y0E4	Q9Y0E4	0	Training	0
Q8LLD0	Q8LLD0	0	Training	1
Q38AH0	Q38AH0	0	Training	2
Q9H633	Q9H633	0	Training	3
Q08622	Q08622	0	Training	4
Q3TLD5	Q3TLD5	0	Training	0
A0A8I6ASZ5	A0A8I6ASZ5	0	Training	1
Q96I36	Q96I36	0	Training	2
Q9Y808	Q9Y808	0	Training	3
O80669	O80669	0	Training	4
Q9JJK4	Q9JJK4	0	Training	0
O95751	O95751	0	Training	1
Q8H1D4	Q8H1D4	0	Training	2
Q9SK71	Q9SK71	0	Training	3
Q8WXE1	Q8WXE1	0	Training	4
O75132	O75132	0	Training	0
Q9Z0P4	Q9Z0P4	0	Training	1
B3H5K9	B3H5K9	0	Training	2
Q9GYS1	Q9GYS1	0	Training	3
P40023	P40023	0	Training	4
Q9ZPX5	Q9ZPX5	0	Training	0
Q8GWA2	Q8GWA2	0	Training	1
Q53GL0	Q53GL0	0	Training	2
P46962	P46962	0	Training	3
O96626	O96626	0	Training	4
Q8SX83	Q8SX83	0	Training	0
Q94165	Q94165	0	Training	1
Q01962	Q01962	0	Training	2
Q20591	Q20591	0	Training	3
Q9H4M9	Q9H4M9	0	Training	4
Q9CQE1	Q9CQE1	0	Training	0
Q96L08	Q96L08	0	Training	1
Q9S7W5	Q9S7W5	0	Training	2
P36543	P36543	0	Training	3
Q8WW38	Q8WW38	0	Training	4
P35658	P35658	0	Training	0
Q18909	Q18909	0	Training	1
Q9Y2K1	Q9Y2K1	0	Training	2
Q6VNB8	Q6VNB8	0	Training	3
P16547	P16547	0	Training	4
Q05979	Q05979	0	Training	0
Q9Y5U2	Q9Y5U2	0	Training	1
Q6PB70	Q6PB70	0	Training	2
Q15911	Q15911	0	Training	3
P18074	P18074	0	Training	4
P18887	P18887	0	Training	0
Q6NLQ7	Q6NLQ7	0	Training	1
P47979	P47979	0	Training	2
Q969V5	Q969V5	0	Training	3
A8MQL1	A8MQL1	0	Training	4
G8B839	G8B839	0	Training	0
P41814	P41814	0	Training	1
Q09823	Q09823	0	Training	2
P03874	P03874	0	Training	3
Q9UDW3	Q9UDW3	0	Training	4
Q9NWY4	Q9NWY4	0	Training	0
Q9P1Z0	Q9P1Z0	0	Training	1
O80506	O80506	0	Training	2
P0CU09	P0CU09	0	Training	3
Q9SNC0	Q9SNC0	0	Training	4
P01129	P01129	0	Training	0
Q9XFT3	Q9XFT3	0	Training	1
Q923S6	Q923S6	0	Training	2
Q91YJ3	Q91YJ3	0	Training	3
Q9LVI9	Q9LVI9	0	Training	4
Q9UQ84	Q9UQ84	0	Training	0
P38812	P38812	0	Training	1
Q9LG26	Q9LG26	0	Training	2
Q20977	Q20977	0	Training	3
Q96BY2	Q96BY2	0	Training	4
O02219	O02219	0	Training	0
P16371	P16371	0	Training	1
Q8IYM2	Q8IYM2	0	Training	2
P87315	P87315	0	Training	3
A0A2K8FQU5	A0A2K8FQU5	0	Training	4
P40364	P40364	0	Training	0
Q3EBC8	Q3EBC8	0	Training	1
Q9FIE3	Q9FIE3	0	Training	2
Q9VXG1	Q9VXG1	0	Training	3
P25637	P25637	0	Training	4
Q9SEL7	Q9SEL7	0	Training	0
Q96IZ0	Q96IZ0	0	Training	1
Q8N4Q1	Q8N4Q1	0	Training	2
O42648	O42648	0	Training	3
P49903	P49903	0	Training	4
Q9GTP4	Q9GTP4	0	Training	0
P34247	P34247	0	Training	1
P12354	P12354	0	Training	2
Q9AYU1	Q9AYU1	0	Training	3
P53061	P53061	0	Training	4
Q96BI1	Q96BI1	0	Training	0
P38874	P38874	0	Training	1
Q8N3V7	Q8N3V7	0	Training	2
Q17990	Q17990	0	Training	3
P20052	P20052	0	Training	4
Q12219	Q12219	0	Training	0
Q09904	Q09904	0	Training	1
A6NFN3	A6NFN3	0	Training	2
O43812	O43812	0	Training	3
O94585	O94585	0	Training	4
P31228	P31228	0	Training	0
Q9CPP6	Q9CPP6	0	Training	1
O76906	O76906	0	Training	2
Q80ZQ9	Q80ZQ9	0	Training	3
Q07794	Q07794	0	Training	4
P46310	P46310	0	Training	0
Q06324	Q06324	0	Training	1
Q8WW12	Q8WW12	0	Training	2
Q8W4B1	Q8W4B1	0	Training	3
Q8N5M1	Q8N5M1	0	Training	4
Q03799	Q03799	0	Training	0
Q99L02	Q99L02	0	Training	1
P38870	P38870	0	Training	2
Q84LM4	Q84LM4	0	Training	3
Q8L983	Q8L983	0	Training	4
Q9LW00	Q9LW00	0	Training	0
P21306	P21306	0	Training	1
Q84VQ4	Q84VQ4	0	Training	2
Q8L9X2	Q8L9X2	0	Training	3
Q99929	Q99929	0	Training	4
Q9CWR0	Q9CWR0	0	Training	0
Q8N7A1	Q8N7A1	0	Training	1
Q2TAK8	Q2TAK8	0	Training	2
A0A509APT1	A0A509APT1	0	Training	3
O23722	O23722	0	Training	4
P46946	P46946	0	Training	0
Q13772	Q13772	0	Training	1
O14894	O14894	0	Training	2
O14336	O14336	0	Training	3
Q02223	Q02223	0	Training	4
Q14CB8	Q14CB8	0	Training	0
Q3T9M1	Q3T9M1	0	Training	1
Q969V6	Q969V6	0	Training	2
P28007	P28007	0	Training	3
Q02959	Q02959	0	Training	4
Q9FYS5	Q9FYS5	0	Training	0
Q15916	Q15916	0	Training	1
Q8IYL3	Q8IYL3	0	Training	2
P53834	P53834	0	Training	3
O23813	O23813	0	Training	4
Q86W54	Q86W54	0	Training	0
Q9M8S7	Q9M8S7	0	Training	1
P25008	P25008	0	Training	2
Q8CII8	Q8CII8	0	Training	3
P40467	P40467	0	Training	4
F4JRB0	F4JRB0	0	Training	0
Q8ISM1	Q8ISM1	0	Training	1
Q80Z37	Q80Z37	0	Training	2
P59382	P59382	0	Training	3
Q7M6Y2	Q7M6Y2	0	Training	4
Q39056	Q39056	0	Training	0
Q9SR77	Q9SR77	0	Training	1
Q9ZQI7	Q9ZQI7	0	Training	2
Q9VDV3	Q9VDV3	0	Training	3
Q6BDR8	Q6BDR8	0	Training	4
Q9CAF5	Q9CAF5	0	Training	0
P33749	P33749	0	Training	1
I1RC73	I1RC73	0	Training	2
Q0QWG9	Q0QWG9	0	Training	3
Q96IX5	Q96IX5	0	Training	4
Q8CJ26	Q8CJ26	0	Training	0
Q0JHU5	Q0JHU5	0	Training	1
F4J284	F4J284	0	Training	2
P83565	P83565	0	Training	3
Q9VYX1	Q9VYX1	0	Training	4
Q9C103	Q9C103	0	Training	0
Q9BW91	Q9BW91	0	Training	1
Q03254	Q03254	0	Training	2
P40055	P40055	0	Training	3
Q9M390	Q9M390	0	Training	4
O77408	O77408	0	Training	0
Q5AJU7	Q5AJU7	0	Training	1
G1UH28	G1UH28	0	Training	2
P14164	P14164	0	Training	3
Q9XI73	Q9XI73	0	Training	4
Q53H47	Q53H47	0	Training	0
Q9Y5S8	Q9Y5S8	0	Training	1
Q8NDX5	Q8NDX5	0	Training	2
Q8TDR4	Q8TDR4	0	Training	3
Q7S5N0	Q7S5N0	0	Training	4
P97376	P97376	0	Training	0
P38262	P38262	0	Training	1
Q9M1X2	Q9M1X2	0	Training	2
Q8WWC4	Q8WWC4	0	Training	3
Q9SU71	Q9SU71	0	Training	4
Q9LRI8	Q9LRI8	0	Training	0
Q9Y7N1	Q9Y7N1	0	Training	1
P47035	P47035	0	Training	2
Q9UU99	Q9UU99	0	Training	3
Q4KLP8	Q4KLP8	0	Training	4
A0A0N7KIY3	A0A0N7KIY3	0	Training	0
E5KBU3	E5KBU3	0	Training	1
Q9V3H8	Q9V3H8	0	Training	2
Q12038	Q12038	0	Training	3
F4HZG9	F4HZG9	0	Training	4
Q09847	Q09847	0	Training	0
P91853	P91853	0	Training	1
Q94AV5	Q94AV5	0	Training	2
Q6ZRQ5	Q6ZRQ5	0	Training	3
P62277	P62277	0	Training	4
Q8NI35	Q8NI35	0	Training	0
Q569Z6	Q569Z6	0	Training	1
Q9R1X4	Q9R1X4	0	Training	2
H2KYU6	H2KYU6	0	Training	3
Q9SID1	Q9SID1	0	Training	4
Q03973	Q03973	0	Training	0
O82645	O82645	0	Training	1
P32380	P32380	0	Training	2
O14503	O14503	0	Training	3
O23945	O23945	0	Training	4
Q18412	Q18412	0	Training	0
Q9FNZ4	Q9FNZ4	0	Training	1
Q9M297	Q9M297	0	Training	2
Q9Y6G5	Q9Y6G5	0	Training	3
P38848	P38848	0	Training	4
Q9JIX9	Q9JIX9	0	Training	0
O60053	O60053	0	Training	1
Q8CD10	Q8CD10	0	Training	2
P09087	P09087	0	Training	3
Q8N8Q8	Q8N8Q8	0	Training	4
Q9W3E2	Q9W3E2	0	Training	0
P70444	P70444	0	Training	1
Q93VP3	Q93VP3	0	Training	2
Q9NVT9	Q9NVT9	0	Training	3
Q0WV90	Q0WV90	0	Training	4
Q86Y01	Q86Y01	0	Training	0
Q86VI4	Q86VI4	0	Training	1
Q6ZRS2	Q6ZRS2	0	Training	2
Q9SR62	Q9SR62	0	Training	3
O95180	O95180	0	Training	4
Q9TYY7	Q9TYY7	0	Training	0
Q6Q547	Q6Q547	0	Training	1
Q42687	Q42687	0	Training	2
Q0VGT2	Q0VGT2	0	Training	3
Q1MTQ0	Q1MTQ0	0	Training	4
P70399	P70399	0	Training	0
P93203	P93203	0	Training	1
Q13426	Q13426	0	Training	2
Q9VHI4	Q9VHI4	0	Training	3
P46947	P46947	0	Training	4
P32314	P32314	0	Training	0
Q9LLC6	Q9LLC6	0	Training	1
P34226	P34226	0	Training	2
Q6ZBH6	Q6ZBH6	0	Training	3
Q96QF0	Q96QF0	0	Training	4
A0A5K7RLP0	A0A5K7RLP0	0	Training	0
O04479	O04479	0	Training	1
Q9D5U8	Q9D5U8	0	Training	2
Q9UGP4	Q9UGP4	0	Training	3
Q9H2X8	Q9H2X8	0	Training	4
Q9FY74	Q9FY74	0	Training	0
E9F591	E9F591	0	Training	1
P13804	P13804	0	Training	2
Q94FY8	Q94FY8	0	Training	3
Q9H9P5	Q9H9P5	0	Training	4
P43558	P43558	0	Training	0
P19955	P19955	0	Training	1
P53208	P53208	0	Training	2
Q2EMV9	Q2EMV9	0	Training	3
Q04779	Q04779	0	Training	4
Q9BWF2	Q9BWF2	0	Training	0
Q9V4P1	Q9V4P1	0	Training	1
G5EEH9	G5EEH9	0	Training	2
P58753	P58753	0	Training	3
Q9FHK4	Q9FHK4	0	Training	4
Q9FLD5	Q9FLD5	0	Training	0
Q8R5A3	Q8R5A3	0	Training	1
Q05050	Q05050	0	Training	2
G5EEV2	G5EEV2	0	Training	3
P06813	P06813	0	Training	4
Q9SRP6	Q9SRP6	0	Training	0
Q9SSE9	Q9SSE9	0	Training	1
Q6UWF3	Q6UWF3	0	Training	2
O88291	O88291	0	Training	3
Q99LW6	Q99LW6	0	Training	4
Q12400	Q12400	0	Training	0
P53332	P53332	0	Training	1
Q8BZA9	Q8BZA9	0	Training	2
Q9BY27	Q9BY27	0	Training	3
O13612	O13612	0	Training	4
Q9I7K6	Q9I7K6	0	Training	0
Q6GYP7	Q6GYP7	0	Training	1
Q8NBF2	Q8NBF2	0	Training	2
Q13336	Q13336	0	Training	3
P47821	P47821	0	Training	4
Q9NZQ3	Q9NZQ3	0	Training	0
Q7XA78	Q7XA78	0	Training	1
O42855	O42855	0	Training	2
Q8IWL8	Q8IWL8	0	Training	3
Q9H875	Q9H875	0	Training	4
P34224	P34224	0	Training	0
Q9XZ34	Q9XZ34	0	Training	1
P29692	P29692	0	Training	2
Q15287	Q15287	0	Training	3
Q5SNT2	Q5SNT2	0	Training	4
Q9NYG5	Q9NYG5	0	Training	0
P40063	P40063	0	Training	1
Q9BXL8	Q9BXL8	0	Training	2
Q9SK50	Q9SK50	0	Training	3
Q9LVA9	Q9LVA9	0	Training	4
P06652	P06652	0	Training	0
G2TRN4	G2TRN4	0	Training	1
Q6C6R8	Q6C6R8	0	Training	2
Q61464	Q61464	0	Training	3
Q9BRT3	Q9BRT3	0	Training	4
Q9LRB7	Q9LRB7	0	Training	0
Q70Z53	Q70Z53	0	Training	1
O94468	O94468	0	Training	2
Q6TA49	Q6TA49	0	Training	3
Q8GWQ6	Q8GWQ6	0	Training	4
O74387	O74387	0	Training	0
O60356	O60356	0	Training	1
Q10R09	Q10R09	0	Training	2
Q12507	Q12507	0	Training	3
Q9ULV3	Q9ULV3	0	Training	4
Q9M3K7	Q9M3K7	0	Training	0
P06774	P06774	0	Training	1
Q07799	Q07799	0	Training	2
Q7Z418	Q7Z418	0	Training	3
Q9LVG4	Q9LVG4	0	Training	4
Q8WVC0	Q8WVC0	0	Training	0
Q14154	Q14154	0	Training	1
Q80WE1	Q80WE1	0	Training	2
P19263	P19263	0	Training	3
Q9XIB5	Q9XIB5	0	Training	4
Q9LMK5	Q9LMK5	0	Training	0
Q9FQ08	Q9FQ08	0	Training	1
Q5XF07	Q5XF07	0	Training	2
Q9BQG0	Q9BQG0	0	Training	3
Q12080	Q12080	0	Training	4
P79015	P79015	0	Training	0
P40757	P40757	0	Training	1
Q12734	Q12734	0	Training	2
Q8K0U4	Q8K0U4	0	Training	3
P23611	P23611	0	Training	4
O60164	O60164	0	Training	0
Q9H5J8	Q9H5J8	0	Training	1
O95477	O95477	0	Training	2
P70582	P70582	0	Training	3
Q96QE3	Q96QE3	0	Training	4
Q9W603	Q9W603	0	Training	0
Q9US52	Q9US52	0	Training	1
Q680Q4	Q680Q4	0	Training	2
Q03111	Q03111	0	Training	3
Q9UJA2	Q9UJA2	0	Training	4
P47002	P47002	0	Training	0
O75920	O75920	0	Training	1
P39713	P39713	0	Training	2
Q9ULP9	Q9ULP9	0	Training	3
Q96P16	Q96P16	0	Training	4
Q03327	Q03327	0	Training	0
O59757	O59757	0	Training	1
P50479	P50479	0	Training	2
Q07688	Q07688	0	Training	3
Q8NCN2	Q8NCN2	0	Training	4
Q8N668	Q8N668	0	Training	0
P82137	P82137	0	Training	1
P40850	P40850	0	Training	2
Q9S9Z2	Q9S9Z2	0	Training	3
P0CT69	P0CT69	0	Training	4
O93956	O93956	0	Training	0
Q06512	Q06512	0	Training	1
A0A5K1K8Y8	A0A5K1K8Y8	0	Training	2
Q8L627	Q8L627	0	Training	3
Q8L5Z4	Q8L5Z4	0	Training	4
Q9GZU8	Q9GZU8	0	Training	0
Q5W0Q7	Q5W0Q7	0	Training	1
Q9NR21	Q9NR21	0	Training	2
Q9H5P4	Q9H5P4	0	Training	3
P78811	P78811	0	Training	4
Q03153	Q03153	0	Training	0
A4F267	A4F267	0	Training	1
Q9BVS5	Q9BVS5	0	Training	2
Q94234	Q94234	0	Training	3
Q9W415	Q9W415	0	Training	4
Q9BXV9	Q9BXV9	0	Training	0
O74736	O74736	0	Training	1
O75179	O75179	0	Training	2
Q02775	Q02775	0	Training	3
Q05166	Q05166	0	Training	4
Q9LZP8	Q9LZP8	0	Training	0
Q9NVV9	Q9NVV9	0	Training	1
A1L167	A1L167	0	Training	2
P97287	P97287	0	Training	3
Q9ULY5	Q9ULY5	0	Training	4
Q91836	Q91836	0	Training	0
P42114	P42114	0	Training	1
O95104	O95104	0	Training	2
Q8IH18	Q8IH18	0	Training	3
Q8N3J3	Q8N3J3	0	Training	4
Q9LKX9	Q9LKX9	0	Training	0
Q7S1R6	Q7S1R6	0	Training	1
P07199	P07199	0	Training	2
Q9NZC4	Q9NZC4	0	Training	3
Q10154	Q10154	0	Training	4
Q7L0X2	Q7L0X2	0	Training	0
P38182	P38182	0	Training	1
Q96BM1	Q96BM1	0	Training	2
Q95QK3	Q95QK3	0	Training	3
P97452	P97452	0	Training	4
O23403	O23403	0	Training	0
Q9Y2X0	Q9Y2X0	0	Training	1
Q04170	Q04170	0	Training	2
P48240	P48240	0	Training	3
Q9SL94	Q9SL94	0	Training	4
P10355	P10355	0	Training	0
P38936	P38936	0	Training	1
Q9UL03	Q9UL03	0	Training	2
Q6A078	Q6A078	0	Training	3
P69850	P69850	0	Training	4
Q8NEZ2	Q8NEZ2	0	Training	0
Q7JRE4	Q7JRE4	0	Training	1
Q13573	Q13573	0	Training	2
A0A0K3AUE4	A0A0K3AUE4	0	Training	3
Q6NLC1	Q6NLC1	0	Training	4
Q86X51	Q86X51	0	Training	0
Q7SH52	Q7SH52	0	Training	1
Q5AP95	Q5AP95	0	Training	2
Q9BQ48	Q9BQ48	0	Training	3
P40458	P40458	0	Training	4
P39995	P39995	0	Training	0
Q9LFE0	Q9LFE0	0	Training	1
Q14CZ7	Q14CZ7	0	Training	2
Q9NUK0	Q9NUK0	0	Training	3
D3Z6Q9	D3Z6Q9	0	Training	4
Q8INR6	Q8INR6	0	Training	0
P15330	P15330	0	Training	1
Q9STG9	Q9STG9	0	Training	2
Q9I9B9	Q9I9B9	0	Training	3
Q6AT41	Q6AT41	0	Training	4
P16580	P16580	0	Training	0
Q99LC3	Q99LC3	0	Training	1
P53159	P53159	0	Training	2
P10069	P10069	0	Training	3
P80404	P80404	0	Training	4
P37727	P37727	0	Training	0
Q8GWA7	Q8GWA7	0	Training	1
P08638	P08638	0	Training	2
Q9BVI4	Q9BVI4	0	Training	3
O13600	O13600	0	Training	4
Q9TVM2	Q9TVM2	0	Training	0
Q8N4E7	Q8N4E7	0	Training	1
Q95R35	Q95R35	0	Training	2
O01811	O01811	0	Training	3
P38882	P38882	0	Training	4
Q15080	Q15080	0	Training	0
Q0VD83	Q0VD83	0	Training	1
P35244	P35244	0	Training	2
Q04179	Q04179	0	Training	3
B4DJY2	B4DJY2	0	Training	4
Q9VUB5	Q9VUB5	0	Training	0
Q8K3W2	Q8K3W2	0	Training	1
P82252	P82252	0	Training	2
Q8S8K8	Q8S8K8	0	Training	3
Q53GL7	Q53GL7	0	Training	4
Q12340	Q12340	0	Training	0
Q9UBP6	Q9UBP6	0	Training	1
Q8BGS1	Q8BGS1	0	Training	2
Q01992	Q01992	0	Training	3
Q13523	Q13523	0	Training	4
Q06493	Q06493	0	Training	0
Q93V66	Q93V66	0	Training	1
Q9LVB9	Q9LVB9	0	Training	2
P09940	P09940	0	Training	3
P87074	P87074	0	Training	4
O74958	O74958	0	Training	0
O13722	O13722	0	Training	1
Q9VFK6	Q9VFK6	0	Training	2
P16554	P16554	0	Training	3
Q67FY2	Q67FY2	0	Training	4
P19956	P19956	0	Training	0
Q500V5	Q500V5	0	Training	1
Q9CAF2	Q9CAF2	0	Training	2
Q9CQT6	Q9CQT6	0	Training	3
Q99638	Q99638	0	Training	4
Q8BMB0	Q8BMB0	0	Training	0
O75762	O75762	0	Training	1
A3KPQ7	A3KPQ7	0	Training	2
Q96AJ1	Q96AJ1	0	Training	3
Q60949	Q60949	0	Training	4
Q9P305	Q9P305	0	Training	0
Q8IY92	Q8IY92	0	Training	1
Q9VF30	Q9VF30	0	Training	2
Q9C7C4	Q9C7C4	0	Training	3
P19387	P19387	0	Training	4
O42636	O42636	0	Training	0
O95163	O95163	0	Training	1
Q8BQR4	Q8BQR4	0	Training	2
A6NDU8	A6NDU8	0	Training	3
Q8NBN7	Q8NBN7	0	Training	4
P53034	P53034	0	Training	0
Q26366	Q26366	0	Training	1
P12853	P12853	0	Training	2
P21549	P21549	0	Training	3
Q7Z7F0	Q7Z7F0	0	Training	4
Q96KK5	Q96KK5	0	Training	0
P53062	P53062	0	Training	1
P38279	P38279	0	Training	2
Q9Y5Z4	Q9Y5Z4	0	Training	3
P17890	P17890	0	Training	4
Q9NQ92	Q9NQ92	0	Training	0
P39207	P39207	0	Training	1
Q8NFJ9	Q8NFJ9	0	Training	2
