Q12396	Accession	Label	Set	CV_Fold	O74740
Q90ZY0	Q90ZY0	1	Training	2	
Q28989	Q28989	1	Training	3	
Q9NPR2	Q9NPR2	1	Training	4	
Q8TC27	Q8TC27	1	Training	0	
F1RRV3	F1RRV3	1	Training	1	
P53366	P53366	1	Training	2	
Q96F46	Q96F46	1	Training	3	
A4LAR6	A4LAR6	1	Training	4	
O14791	O14791	1	Training	0	
P28088	P28088	1	Training	1	
Q8RUW5	Q8RUW5	1	Training	2	
P12820	P12820	1	Training	3	
Q6XE38	Q6XE38	1	Training	4	
A0A0F7YZQ7	A0A0F7YZQ7	1	Training	0	
O42720	O42720	1	Training	1	
Q8HYA9	Q8HYA9	1	Training	2	
A1XCI9	A1XCI9	1	Training	3	
A0A0D1DWQ2	A0A0D1DWQ2	1	Training	4	
Q9BQ51	Q9BQ51	1	Training	0	
Q06K77	Q06K77	1	Training	1	
P33681	P33681	1	Training	2	
A8CL69	A8CL69	1	Training	3	
P32802	P32802	1	Training	4	
P07204	P07204	1	Training	0	
P0DUS7	P0DUS7	1	Training	1	
Q9Y2E5	Q9Y2E5	1	Training	2	
Q02083	Q02083	1	Training	3	
P47710	P47710	1	Training	4	
Q76BW5	Q76BW5	1	Training	0	
Q50KB1	Q50KB1	1	Training	1	
Q9UBP4	Q9UBP4	1	Training	2	
B3STN7	B3STN7	1	Training	3	
P18418	P18418	1	Training	4	
Q8T0W1	Q8T0W1	1	Training	0	
P31608	P31608	1	Training	1	
Q84V39	Q84V39	1	Training	2	
P98066	P98066	1	Training	3	
Q63415	Q63415	1	Training	4	
P15358	P15358	1	Training	0	
P15309	P15309	1	Training	1	
P0DPU8	P0DPU8	1	Training	2	
Q9LLT1	Q9LLT1	1	Training	3	
B0XRV0	B0XRV0	1	Training	4	
P01833	P01833	1	Training	0	
P04706	P04706	1	Training	1	
P00996	P00996	1	Training	2	
P24807	P24807	1	Training	3	
O76076	O76076	1	Training	4	
Q8BSU2	Q8BSU2	1	Training	0	
Q96PL1	Q96PL1	1	Training	1	
P13806	P13806	1	Training	2	
Q8MMH3	Q8MMH3	1	Training	3	
P14625	P14625	1	Training	4	
B0CPC6	B0CPC6	1	Training	0	
P67861	P67861	1	Training	1	
Q5F0I3	Q5F0I3	1	Training	2	
P06028	P06028	1	Training	3	
P18428	P18428	1	Training	4	
P04275	P04275	1	Training	0	
P00533	P00533	1	Training	1	
Q55GS3	Q55GS3	1	Training	2	
P29794	P29794	1	Training	3	
Q9H5V8	Q9H5V8	1	Training	4	
P54660	P54660	1	Training	0	
Q9GQV7	Q9GQV7	1	Training	1	
Q9ZT66	Q9ZT66	1	Training	2	
P02672	P02672	1	Training	3	
P02701	P02701	1	Training	4	
Q99435	Q99435	1	Training	0	
P81827	P81827	1	Training	1	
P08514	P08514	1	Training	2	
Q6DWK3	Q6DWK3	1	Training	3	
P19594	P19594	1	Training	4	
P05059	P05059	1	Training	0	
P05160	P05160	1	Training	1	
P81999	P81999	1	Training	2	
P69770	P69770	1	Training	3	
P0DL40	P0DL40	1	Training	4	
O95866	O95866	1	Training	0	
P43174	P43174	1	Training	1	
P05113	P05113	1	Training	2	
Q8ISL8	Q8ISL8	1	Training	3	
Q78CF9	Q78CF9	1	Training	4	
P62520	P62520	1	Training	0	
Q8NBJ9	Q8NBJ9	1	Training	1	
P00760	P00760	1	Training	2	
P59665	P59665	1	Training	3	
P08796	P08796	1	Training	4	
Q86Y34	Q86Y34	1	Training	0	
P20774	P20774	1	Training	1	
Q4V4I9	Q4V4I9	1	Training	2	
P13691	P13691	1	Training	3	
Q60GF7	Q60GF7	1	Training	4	
Q9NPF0	Q9NPF0	1	Training	0	
P35613	P35613	1	Training	1	
P41271	P41271	1	Training	2	
P23142	P23142	1	Training	3	
Q9P2K2	Q9P2K2	1	Training	4	
Q5XM24	Q5XM24	1	Training	0	
P25404	P25404	1	Training	1	
Q03405	Q03405	1	Training	2	
P24821	P24821	1	Training	3	
P20062	P20062	1	Training	4	
Q99969	Q99969	1	Training	0	
P22412	P22412	1	Training	1	
Q968Z6	Q968Z6	1	Training	2	
P50448	P50448	1	Training	3	
P19425	P19425	1	Training	4	
P07712	P07712	1	Training	0	
P55203	P55203	1	Training	1	
P53616	P53616	1	Training	2	
Q9GZX6	Q9GZX6	1	Training	3	
P28798	P28798	1	Training	4	
Q29422	Q29422	1	Training	0	
P07994	P07994	1	Training	1	
Q86LE5	Q86LE5	1	Training	2	
O46162	O46162	1	Training	3	
P48816	P48816	1	Training	4	
Q7TQN3	Q7TQN3	1	Training	0	
P05164	P05164	1	Training	1	
Q13162	Q13162	1	Training	2	
	Q03214	0	Training	0	Q03214
	Q86BP6	0	Training	1	Q86BP6
	O94329	0	Training	2	O94329
	Q49AM1	0	Training	3	Q49AM1
	Q9D0Z3	0	Training	4	Q9D0Z3
	Q9M280	0	Training	0	Q9M280
	Q07800	0	Training	1	Q07800
	Q9H814	0	Training	2	Q9H814
	Q12338	0	Training	3	Q12338
	Q8K0U3	0	Training	4	Q8K0U3
	Q52LJ0	0	Training	0	Q52LJ0
	P38710	0	Training	1	P38710
	P40473	0	Training	2	P40473
	Q969F9	0	Training	3	Q969F9
	P53142	0	Training	4	P53142
	Q9N2W5	0	Training	0	Q9N2W5
	Q9HDZ6	0	Training	1	Q9HDZ6
	Q9XUB3	0	Training	2	Q9XUB3
	Q8C5Y2	0	Training	3	Q8C5Y2
	Q10360	0	Training	4	Q10360
	Q9WVR8	0	Training	0	Q9WVR8
	Q8RWG2	0	Training	1	Q8RWG2
	Q8L4H0	0	Training	2	Q8L4H0
	Q08816	0	Training	3	Q08816
	Q13535	0	Training	4	Q13535
	E9Q5G7	0	Training	0	E9Q5G7
	P38885	0	Training	1	P38885
	O13999	0	Training	2	O13999
	P23225	0	Training	3	P23225
	G4MWZ7	0	Training	4	G4MWZ7
	Q96FC9	0	Training	0	Q96FC9
	Q12102	0	Training	1	Q12102
	P47127	0	Training	2	P47127
	Q8R1B8	0	Training	3	Q8R1B8
	Q9Y6K9	0	Training	4	Q9Y6K9
	Q09750	0	Training	0	Q09750
	O97101	0	Training	1	O97101
	Q9UL40	0	Training	2	Q9UL40
	Q4KMQ2	0	Training	3	Q4KMQ2
	Q9M394	0	Training	4	Q9M394
	Q9URT4	0	Training	0	Q9URT4
	A0A161CFW5	0	Training	1	A0A161CFW5
	Q6AT90	0	Training	2	Q6AT90
	O60044	0	Training	3	O60044
	O14311	0	Training	4	O14311
	P52566	0	Training	0	P52566
	Q8LDU4	0	Training	1	Q8LDU4
	Q9BT43	0	Training	2	Q9BT43
	Q53AQ4	0	Training	3	Q53AQ4
	Q9HB21	0	Training	4	Q9HB21
	P33751	0	Training	0	P33751
	Q8LAC4	0	Training	1	Q8LAC4
	O74560	0	Training	2	O74560
	P40356	0	Training	3	P40356
	Q86TU7	0	Training	4	Q86TU7
	Q92688	0	Training	0	Q92688
	Q584U2	0	Training	1	Q584U2
	Q99LY9	0	Training	2	Q99LY9
	Q5HZG9	0	Training	3	Q5HZG9
	P38325	0	Training	4	P38325
	Q08282	0	Training	0	Q08282
	Q9VEA5	0	Training	1	Q9VEA5
	Q8RWG1	0	Training	2	Q8RWG1
	Q3MJK5	0	Training	3	Q3MJK5
	Q10204	0	Training	4	Q10204
	Q9Z0Y7	0	Training	0	Q9Z0Y7
	Q9Y584	0	Training	1	Q9Y584
	Q96SQ7	0	Training	2	Q96SQ7
	O54697	0	Training	3	O54697
	Q9HB58	0	Training	4	Q9HB58
	Q9H6E5	0	Training	0	Q9H6E5
	G5EDM7	0	Training	1	G5EDM7
	Q9XII1	0	Training	2	Q9XII1
	O13859	0	Training	3	O13859
	P21757	0	Training	4	P21757
	Q9Y5L0	0	Training	0	Q9Y5L0
	Q8AYS7	0	Training	1	Q8AYS7
	P18847	0	Training	2	P18847
	Q9N425	0	Training	3	Q9N425
	Q9NVU0	0	Training	4	Q9NVU0
	Q93560	0	Training	0	Q93560
	Q9NRP2	0	Training	1	Q9NRP2
	Q9P2D0	0	Training	2	Q9P2D0
	Q9UBS8	0	Training	3	Q9UBS8
	O13978	0	Training	4	O13978
	G5DBJ0	0	Training	0	G5DBJ0
	Q07684	0	Training	1	Q07684
	C6KST8	0	Training	2	C6KST8
	Q9Y448	0	Training	3	Q9Y448
	Q03372	0	Training	4	Q03372
	Q09902	0	Training	0	Q09902
	P43606	0	Training	1	P43606
	Q9C9F5	0	Training	2	Q9C9F5
	Q91XW8	0	Training	3	Q91XW8
	Q8LIY8	0	Training	4	Q8LIY8
	G4SLH0	0	Training	0	G4SLH0
	O20029	0	Training	1	O20029
	O94358	0	Training	2	O94358
	A0A0S2UWC9	0	Training	3	A0A0S2UWC9
	Q9H0V1	0	Training	4	Q9H0V1
	B0L3A2	0	Training	0	B0L3A2
	E9PRG8	0	Training	1	E9PRG8
	Q8WQX5	0	Training	2	Q8WQX5
	Q86YN6	0	Training	3	Q86YN6
	Q9FJL0	0	Training	4	Q9FJL0
	F1QN48	0	Training	0	F1QN48
	Q9H6R4	0	Training	1	Q9H6R4
	Q93Y32	0	Training	2	Q93Y32
	Q9T6H8	0	Training	3	Q9T6H8
	O75426	0	Training	4	O75426
	Q8RWL4	0	Training	0	Q8RWL4
	Q9BQ65	0	Training	1	Q9BQ65
	Q9BQL6	0	Training	2	Q9BQL6
	Q9Y7Y6	0	Training	3	Q9Y7Y6
	Q8LEA8	0	Training	4	Q8LEA8
	Q8I397	0	Training	0	Q8I397
	O74946	0	Training	1	O74946
	G5EGA9	0	Training	2	G5EGA9
	Q6NVG5	0	Training	3	Q6NVG5
	P25038	0	Training	4	P25038
	S0DPL8	0	Training	0	S0DPL8
	Q9Y237	0	Training	1	Q9Y237
	J7M799	0	Training	2	J7M799
	Q91VD9	0	Training	3	Q91VD9
	Q96CU9	0	Training	4	Q96CU9
	F4HVG8	0	Training	0	F4HVG8
	Q5BKX6	0	Training	1	Q5BKX6
	P24499	0	Training	2	P24499
	P14712	0	Training	3	P14712
	Q24167	0	Training	4	Q24167
	P53885	0	Training	0	P53885
	B0F481	0	Training	1	B0F481
	P56286	0	Training	2	P56286
	Q9BSK0	0	Training	3	Q9BSK0
	O65220	0	Training	4	O65220
	P07471	0	Training	0	P07471
	Q9Y530	0	Training	1	Q9Y530
	Q29455	0	Training	2	Q29455
	O13894	0	Training	3	O13894
	P29147	0	Training	4	P29147
	Q08887	0	Training	0	Q08887
	P25420	0	Training	1	P25420
	Q5PP51	0	Training	2	Q5PP51
	O88845	0	Training	3	O88845
	P25638	0	Training	4	P25638
	Q6P1L8	0	Training	0	Q6P1L8
	Q9NYQ3	0	Training	1	Q9NYQ3
	Q6UN15	0	Training	2	Q6UN15
	O13853	0	Training	3	O13853
	Q9VC45	0	Training	4	Q9VC45
	Q04751	0	Training	0	Q04751
	P38198	0	Training	1	P38198
	Q05809	0	Training	2	Q05809
	Q9FEN9	0	Training	3	Q9FEN9
	Q04341	0	Training	4	Q04341
	Q9WVH3	0	Training	0	Q9WVH3
	P53721	0	Training	1	P53721
	Q12180	0	Training	2	Q12180
	Q9R269	0	Training	3	Q9R269
	Q1K8E0	0	Training	4	Q1K8E0
	P40568	0	Training	0	P40568
	Q9QWH1	0	Training	1	Q9QWH1
	P07276	0	Training	2	P07276
	P27864	0	Training	3	P27864
	Q15172	0	Training	4	Q15172
	Q20924	0	Training	0	Q20924
	Q9DBN1	0	Training	1	Q9DBN1
	Q9W6V6	0	Training	2	Q9W6V6
	Q01453	0	Training	3	Q01453
	Q04264	0	Training	4	Q04264
	Q84JW1	0	Training	0	Q84JW1
	Q9CPR8	0	Training	1	Q9CPR8
	Q9FEC1	0	Training	2	Q9FEC1
	Q9NWH2	0	Training	3	Q9NWH2
	P40159	0	Training	4	P40159
	P38324	0	Training	0	P38324
	O13294	0	Training	1	O13294
	Q02796	0	Training	2	Q02796
	Q02794	0	Training	3	Q02794
	P09543	0	Training	4	P09543
	Q8WTT2	0	Training	0	Q8WTT2
	F4JP43	0	Training	1	F4JP43
	P63040	0	Training	2	P63040
	O54963	0	Training	3	O54963
	Q5T6F0	0	Training	4	Q5T6F0
	Q6IQ49	0	Training	0	Q6IQ49
	Q9H299	0	Training	1	Q9H299
	Q9C8Y3	0	Training	2	Q9C8Y3
	O74400	0	Training	3	O74400
	Q5ZEP9	0	Training	4	Q5ZEP9
	Q9USX8	0	Training	0	Q9USX8
	Q6P4A7	0	Training	1	Q6P4A7
	Q9FMW8	0	Training	2	Q9FMW8
	P34219	0	Training	3	P34219
	P69851	0	Training	4	P69851
	Q9H7D7	0	Training	0	Q9H7D7
	Q8R3C6	0	Training	1	Q8R3C6
	Q6NKS4	0	Training	2	Q6NKS4
	Q43157	0	Training	3	Q43157
	Q96E09	0	Training	4	Q96E09
	C0LLJ0	0	Training	0	C0LLJ0
	O76075	0	Training	1	O76075
	Q7XHR2	0	Training	2	Q7XHR2
	P0DI83	0	Training	3	P0DI83
	Q0WUA3	0	Training	4	Q0WUA3
	Q08553	0	Training	0	Q08553
	Q9C5Z3	0	Training	1	Q9C5Z3
	Q0PNE2	0	Training	2	Q0PNE2
	Q8W234	0	Training	3	Q8W234
	Q05543	0	Training	4	Q05543
	Q9MBA2	0	Training	0	Q9MBA2
	P38818	0	Training	1	P38818
	Q6P0N0	0	Training	2	Q6P0N0
	Q53TQ3	0	Training	3	Q53TQ3
	Q9VQ91	0	Training	4	Q9VQ91
	Q9VDW6	0	Training	0	Q9VDW6
	O60306	0	Training	1	O60306
	Q9H582	0	Training	2	Q9H582
	Q19087	0	Training	3	Q19087
	Q24142	0	Training	4	Q24142
	Q19LA2	0	Training	0	Q19LA2
	P46970	0	Training	1	P46970
	P0C5Y7	0	Training	2	P0C5Y7
	P57725	0	Training	3	P57725
	Q60EN8	0	Training	4	Q60EN8
	P82162	0	Training	0	P82162
	Q8VY15	0	Training	1	Q8VY15
	Q7Z6G8	0	Training	2	Q7Z6G8
	O74975	0	Training	3	O74975
	Q80U87	0	Training	4	Q80U87
	Q5T7W0	0	Training	0	Q5T7W0
	Q9H467	0	Training	1	Q9H467
	O13699	0	Training	2	O13699
	Q8IDM6	0	Training	3	Q8IDM6
	Q96CM3	0	Training	4	Q96CM3
	Q9P2Y4	0	Training	0	Q9P2Y4
	Q9GGE2	0	Training	1	Q9GGE2
	P22224	0	Training	2	P22224
	Q86U44	0	Training	3	Q86U44
	Q9M1E7	0	Training	4	Q9M1E7
	Q8I8U7	0	Training	0	Q8I8U7
	Q12748	0	Training	1	Q12748
	F4JTE7	0	Training	2	F4JTE7
	Q9H7T9	0	Training	3	Q9H7T9
	B5TYT3	0	Training	4	B5TYT3
	Q9C9G6	0	Training	0	Q9C9G6
	P87133	0	Training	1	P87133
	Q584D1	0	Training	2	Q584D1
	Q96VH4	0	Training	3	Q96VH4
	Q8CI15	0	Training	4	Q8CI15
	O14079	0	Training	0	O14079
	Q9UUK4	0	Training	1	Q9UUK4
	Q7TSZ8	0	Training	2	Q7TSZ8
	Q9H1I8	0	Training	3	Q9H1I8
	Q3UQS8	0	Training	4	Q3UQS8
	O89091	0	Training	0	O89091
	P36011	0	Training	1	P36011
	Q9CQR4	0	Training	2	Q9CQR4
	Q12433	0	Training	3	Q12433
	Q02099	0	Training	4	Q02099
	Q6P2Q9	0	Training	0	Q6P2Q9
	Q86X29	0	Training	1	Q86X29
	G5EDP2	0	Training	2	G5EDP2
	H3BKT1	0	Training	3	H3BKT1
	Q9VPQ6	0	Training	4	Q9VPQ6
	P32388	0	Training	0	P32388
	Q06011	0	Training	1	Q06011
	P22572	0	Training	2	P22572
	P12686	0	Training	3	P12686
	P32776	0	Training	4	P32776
	Q8TAT5	0	Training	0	Q8TAT5
	Q8NF64	0	Training	1	Q8NF64
	P16383	0	Training	2	P16383
	Q08949	0	Training	3	Q08949
	P41895	0	Training	4	P41895
	Q924H7	0	Training	0	Q924H7
	Q02199	0	Training	1	Q02199
	Q9ASV5	0	Training	2	Q9ASV5
	Q9JKU3	0	Training	3	Q9JKU3
	O14893	0	Training	4	O14893
	Q9C4Z7	0	Training	0	Q9C4Z7
	P81760	0	Training	1	P81760
	Q9D495	0	Training	2	Q9D495
	F4JZY1	0	Training	3	F4JZY1
	Q9U2Z0	0	Training	4	Q9U2Z0
	O13788	0	Training	0	O13788
	Q5PRF9	0	Training	1	Q5PRF9
	P14905	0	Training	2	P14905
	Q9Y3V2	0	Training	3	Q9Y3V2
	P49957	0	Training	4	P49957
	P28033	0	Training	0	P28033
	Q3URU2	0	Training	1	Q3URU2
	Q99679	0	Training	2	Q99679
	Q7M750	0	Training	3	Q7M750
	Q8WUX2	0	Training	4	Q8WUX2
	P0CH07	0	Training	0	P0CH07
	P0DH90	0	Training	1	P0DH90
	Q9BXC9	0	Training	2	Q9BXC9
	P39547	0	Training	3	P39547
	P48608	0	Training	4	P48608
	Q8W4D8	0	Training	0	Q8W4D8
	P32786	0	Training	1	P32786
	Q9SZD6	0	Training	2	Q9SZD6
	P48526	0	Training	3	P48526
	O08774	0	Training	4	O08774
	Q24246	0	Training	0	Q24246
	P27707	0	Training	1	P27707
	Q9V7P1	0	Training	2	Q9V7P1
	P27216	0	Training	3	P27216
	Q9UTJ8	0	Training	4	Q9UTJ8
	Q9C086	0	Training	0	Q9C086
	Q9NY74	0	Training	1	Q9NY74
	Q9UHV7	0	Training	2	Q9UHV7
	Q22812	0	Training	3	Q22812
	Q03760	0	Training	4	Q03760
	Q94BT9	0	Training	0	Q94BT9
	P25453	0	Training	1	P25453
	Q674X7	0	Training	2	Q674X7
	Q12315	0	Training	3	Q12315
	P08657	0	Training	4	P08657
	Q8L7E5	0	Training	0	Q8L7E5
	O08773	0	Training	1	O08773
	Q9LRZ3	0	Training	2	Q9LRZ3
	Q9NPI6	0	Training	3	Q9NPI6
	Q9H6K1	0	Training	4	Q9H6K1
	A0A445AGS0	0	Training	0	A0A445AGS0
	P16658	0	Training	1	P16658
	Q62796	0	Training	2	Q62796
	Q5A4H5	0	Training	3	Q5A4H5
	Q13342	0	Training	4	Q13342
	P51163	0	Training	0	P51163
	A0A509AKT6	0	Training	1	A0A509AKT6
	Q94F00	0	Training	2	Q94F00
	Q15286	0	Training	3	Q15286
	Q9P0P8	0	Training	4	Q9P0P8
	Q8BVG4	0	Training	0	Q8BVG4
	P19880	0	Training	1	P19880
	Q94CD4	0	Training	2	Q94CD4
	P41002	0	Training	3	P41002
	P53875	0	Training	4	P53875
	P0DW81	0	Training	0	P0DW81
	P17442	0	Training	1	P17442
	P53167	0	Training	2	P53167
	U4PAZ9	0	Training	3	U4PAZ9
	P53628	0	Training	4	P53628
	Q8WZK3	0	Training	0	Q8WZK3
	O75004	0	Training	1	O75004
	Q75QN2	0	Training	2	Q75QN2
	O46385	0	Training	3	O46385
	Q91WW3	0	Training	4	Q91WW3
	O49629	0	Training	0	O49629
	P82913	0	Training	1	P82913
	Q7Z410	0	Training	2	Q7Z410
	P46673	0	Training	3	P46673
	Q3E785	0	Training	4	Q3E785
	Q12373	0	Training	0	Q12373
	O35250	0	Training	1	O35250
	P60323	0	Training	2	P60323
	Q12283	0	Training	3	Q12283
	P0CS82	0	Training	4	P0CS82
	O94494	0	Training	0	O94494
	Q02793	0	Training	1	Q02793
	F4K933	0	Training	2	F4K933
	O94410	0	Training	3	O94410
	Q96CX2	0	Training	4	Q96CX2
	P47988	0	Training	0	P47988
	Q08509	0	Training	1	Q08509
	Q94545	0	Training	2	Q94545
	Q17390	0	Training	3	Q17390
	Q682U6	0	Training	4	Q682U6
	Q9FVR6	0	Training	0	Q9FVR6
	P40164	0	Training	1	P40164
	Q9Y2I8	0	Training	2	Q9Y2I8
	Q4VAE3	0	Training	3	Q4VAE3
	G5EFY4	0	Training	4	G5EFY4
	P39952	0	Training	0	P39952
	P11325	0	Training	1	P11325
	Q12334	0	Training	2	Q12334
	Q6IQ55	0	Training	3	Q6IQ55
	A0A1D9BZF0	0	Training	4	A0A1D9BZF0
	Q8N196	0	Training	0	Q8N196
	P53188	0	Training	1	P53188
	P33203	0	Training	2	P33203
	Q99575	0	Training	3	Q99575
	Q9FEC4	0	Training	4	Q9FEC4
	P22134	0	Training	0	P22134
	Q94BN0	0	Training	1	Q94BN0
	O15427	0	Training	2	O15427
	P27516	0	Training	3	P27516
	A0A3Q7HWE4	0	Training	4	A0A3Q7HWE4
	Q8GT66	0	Training	0	Q8GT66
	Q8NFG4	0	Training	1	Q8NFG4
	Q9HDZ3	0	Training	2	Q9HDZ3
	Q9Z2S7	0	Training	3	Q9Z2S7
	Q9ULE6	0	Training	4	Q9ULE6
	Q6NZN1	0	Training	0	Q6NZN1
	A2ALU4	0	Training	1	A2ALU4
	O60141	0	Training	2	O60141
	P52868	0	Training	3	P52868
	Q9STY4	0	Training	4	Q9STY4
	Q9P7L2	0	Training	0	Q9P7L2
	P47158	0	Training	1	P47158
	Q920F5	0	Training	2	Q920F5
	Q9NGX9	0	Training	3	Q9NGX9
	Q9SCR2	0	Training	4	Q9SCR2
	Q8GSJ6	0	Training	0	Q8GSJ6
	J9VQC4	0	Training	1	J9VQC4
	P14908	0	Training	2	P14908
	Q08702	0	Training	3	Q08702
	Q8IWA0	0	Training	4	Q8IWA0
	Q69ZR9	0	Training	0	Q69ZR9
	Q68CP9	0	Training	1	Q68CP9
	A0A075TRC0	0	Training	2	A0A075TRC0
	Q0D2I5	0	Training	3	Q0D2I5
	Q9EPK5	0	Training	4	Q9EPK5
	Q61127	0	Training	0	Q61127
	P06100	0	Training	1	P06100
	Q06148	0	Training	2	Q06148
	O49570	0	Training	3	O49570
	Q0WQ41	0	Training	4	Q0WQ41
	Q5U623	0	Training	0	Q5U623
	Q9FLU1	0	Training	1	Q9FLU1
	Q14140	0	Training	2	Q14140
	O60674	0	Training	3	O60674
	Q8RWD5	0	Training	4	Q8RWD5
	O94972	0	Training	0	O94972
	Q12361	0	Training	1	Q12361
	P42900	0	Training	2	P42900
	A2A288	0	Training	3	A2A288
	P47118	0	Training	4	P47118
	Q1K548	0	Training	0	Q1K548
	O60921	0	Training	1	O60921
	P34241	0	Training	2	P34241
	P33759	0	Training	3	P33759
	G5EEG9	0	Training	4	G5EEG9
	Q09184	0	Training	0	Q09184
	Q9VKV5	0	Training	1	Q9VKV5
	Q6ZIV7	0	Training	2	Q6ZIV7
	Q07938	0	Training	3	Q07938
	P43557	0	Training	4	P43557
	O61707	0	Training	0	O61707
	P38255	0	Training	1	P38255
	Q9BWC9	0	Training	2	Q9BWC9
	Q8N6I1	0	Training	3	Q8N6I1
	Q10178	0	Training	4	Q10178
	P14604	0	Training	0	P14604
	P40099	0	Training	1	P40099
	Q9D011	0	Training	2	Q9D011
	P82670	0	Training	3	P82670
	Q5VTT2	0	Training	4	Q5VTT2
	Q9LES2	0	Training	0	Q9LES2
	O14161	0	Training	1	O14161
	Q76KJ5	0	Training	2	Q76KJ5
	P14731	0	Training	3	P14731
	P19447	0	Training	4	P19447
	Q70CQ1	0	Training	0	Q70CQ1
	P00390	0	Training	1	P00390
	P46059	0	Training	2	P46059
	Q5VWN6	0	Training	3	Q5VWN6
	D3Z7H4	0	Training	4	D3Z7H4
	Q01750	0	Training	0	Q01750
	Q7ZT48	0	Training	1	Q7ZT48
	Q9Y3F4	0	Training	2	Q9Y3F4
	Q8BVE8	0	Training	3	Q8BVE8
	Q6J9Q2	0	Training	4	Q6J9Q2
	Q96E29	0	Training	0	Q96E29
	P53808	0	Training	1	P53808
	P32626	0	Training	2	P32626
	Q15560	0	Training	3	Q15560
	P22354	0	Training	4	P22354
	O94913	0	Training	0	O94913
	O82204	0	Training	1	O82204
	P30316	0	Training	2	P30316
	O22059	0	Training	3	O22059
	Q6ZQX7	0	Training	4	Q6ZQX7
	A0A0P0WQ90	0	Training	0	A0A0P0WQ90
	P38193	0	Training	1	P38193
	A0A5B9G902	0	Training	2	A0A5B9G902
	Q9D4H9	0	Training	3	Q9D4H9
	Q02630	0	Training	4	Q02630
	Q9BXJ9	0	Training	0	Q9BXJ9
	Q09014	0	Training	1	Q09014
	Q8NI36	0	Training	2	Q8NI36
	P25188	0	Training	3	P25188
	Q9P7H5	0	Training	4	Q9P7H5
	Q9Y7K9	0	Training	0	Q9Y7K9
	Q8S4Q6	0	Training	1	Q8S4Q6
	Q9USM4	0	Training	2	Q9USM4
	P40360	0	Training	3	P40360
	Q66GP9	0	Training	4	Q66GP9
	Q7S910	0	Training	0	Q7S910
	A8WFJ9	0	Training	1	A8WFJ9
	Q6ZYL4	0	Training	2	Q6ZYL4
	P22033	0	Training	3	P22033
	Q06678	0	Training	4	Q06678
	Q08687	0	Training	0	Q08687
	Q9H8E8	0	Training	1	Q9H8E8
	P53125	0	Training	2	P53125
	P40381	0	Training	3	P40381
	Q9NZZ3	0	Training	4	Q9NZZ3
	Q9NPD3	0	Training	0	Q9NPD3
	Q9D1F4	0	Training	1	Q9D1F4
	Q96PN7	0	Training	2	Q96PN7
	Q07163	0	Training	3	Q07163
	Q8IZD2	0	Training	4	Q8IZD2
	P32505	0	Training	0	P32505
	Q96GX5	0	Training	1	Q96GX5
	P41812	0	Training	2	P41812
	Q9ZVA7	0	Training	3	Q9ZVA7
	Q8LDU1	0	Training	4	Q8LDU1
	Q9R0X4	0	Training	0	Q9R0X4
	B6HQN4	0	Training	1	B6HQN4
	O60287	0	Training	2	O60287
	Q9HAV7	0	Training	3	Q9HAV7
	Q8TEC5	0	Training	4	Q8TEC5
	Q9HCC9	0	Training	0	Q9HCC9
	Q8NF50	0	Training	1	Q8NF50
	Q8C624	0	Training	2	Q8C624
	Q15038	0	Training	3	Q15038
	Q12393	0	Training	4	Q12393
	O22267	0	Training	0	O22267
	P16455	0	Training	1	P16455
	P43309	0	Training	2	P43309
	O00463	0	Training	3	O00463
	P15771	0	Training	4	P15771
	Q9LY23	0	Training	0	Q9LY23
	P40084	0	Training	1	P40084
	A2AMT1	0	Training	2	A2AMT1
	Q557E7	0	Training	3	Q557E7
	Q9W0I5	0	Training	4	Q9W0I5
	Q9LV91	0	Training	0	Q9LV91
	Q9FNZ5	0	Training	1	Q9FNZ5
	Q12018	0	Training	2	Q12018
	O74350	0	Training	3	O74350
	P11930	0	Training	4	P11930
	Q9P2N6	0	Training	0	Q9P2N6
	Q9BUL9	0	Training	1	Q9BUL9
	P53251	0	Training	2	P53251
	Q04477	0	Training	3	Q04477
	Q6PR54	0	Training	4	Q6PR54
	E2RU10	0	Training	0	E2RU10
	P49756	0	Training	1	P49756
	Q6GPH4	0	Training	2	Q6GPH4
	Q06163	0	Training	3	Q06163
	Q8N108	0	Training	4	Q8N108
	Q15326	0	Training	0	Q15326
	Q8VCM2	0	Training	1	Q8VCM2
	Q9P267	0	Training	2	Q9P267
	Q04149	0	Training	3	Q04149
	Q04781	0	Training	4	Q04781
	A0A125S9M5	0	Training	0	A0A125S9M5
	Q5XIQ3	0	Training	1	Q5XIQ3
	P36517	0	Training	2	P36517
	P16522	0	Training	3	P16522
	P37263	0	Training	4	P37263
	Q84N64	0	Training	0	Q84N64
	Q10PI9	0	Training	1	Q10PI9
	P36136	0	Training	2	P36136
	P41846	0	Training	3	P41846
	Q86V15	0	Training	4	Q86V15
	P47164	0	Training	0	P47164
	Q14192	0	Training	1	Q14192
	K4C9E2	0	Training	2	K4C9E2
	Q10666	0	Training	3	Q10666
	P40923	0	Training	4	P40923
	P51948	0	Training	0	P51948
	P49334	0	Training	1	P49334
	Q6SKR2	0	Training	2	Q6SKR2
	Q18490	0	Training	3	Q18490
	Q06142	0	Training	4	Q06142
	Q9VWE6	0	Training	0	Q9VWE6
	P0DJH7	0	Training	1	P0DJH7
	Q80T69	0	Training	2	Q80T69
	Q9NAD6	0	Training	3	Q9NAD6
