O74740	Accession
Q9C565	Q9C565
P32354	P32354
Q8VCF0	Q8VCF0
O49929	O49929
Q9P382	Q9P382
Q9LW00	Q9LW00
Q21836	Q21836
Q9BUL5	Q9BUL5
O42804	O42804
Q3UHF7	Q3UHF7
Q96CW1	Q96CW1
Q8N668	Q8N668
P03888	P03888
Q9BSD3	Q9BSD3
Q06991	Q06991
Q9I9L7	Q9I9L7
Q3KRB8	Q3KRB8
G3UVW3	G3UVW3
Q63768	Q63768
P30536	P30536
Q9HGM8	Q9HGM8
Q9UT49	Q9UT49
Q8CC21	Q8CC21
Q96HJ9	Q96HJ9
A7TUE1	A7TUE1
Q76KJ5	Q76KJ5
Q8IWU4	Q8IWU4
Q8VCM2	Q8VCM2
Q91Z31	Q91Z31
Q8GWP5	Q8GWP5
Q9EQ10	Q9EQ10
Q9SYU4	Q9SYU4
Q9NS73	Q9NS73
W5U2K2	W5U2K2
Q9FPS9	Q9FPS9
P16622	P16622
P53277	P53277
Q07938	Q07938
Q8GXD9	Q8GXD9
P40024	P40024
Q68G58	Q68G58
A0A509AFM3	A0A509AFM3
Q9USJ7	Q9USJ7
Q08287	Q08287
Q99728	Q99728
Q6LA53	Q6LA53
A0A509AJL3	A0A509AJL3
Q86YC2	Q86YC2
Q06188	Q06188
Q19AV6	Q19AV6
Q02864	Q02864
Q0WX00	Q0WX00
Q6F2E7	Q6F2E7
Q04087	Q04087
P81269	P81269
Q84K35	Q84K35
Q9JKL7	Q9JKL7
Q9Y7Y6	Q9Y7Y6
P59998	P59998
Q5SZT7	Q5SZT7
Q8N183	Q8N183
P10676	P10676
Q8IPX7	Q8IPX7
Q08961	Q08961
Q3ZBU2	Q3ZBU2
Q9D8H7	Q9D8H7
O94704	O94704
Q15080	Q15080
P22438	P22438
P39943	P39943
P07257	P07257
P43124	P43124
Q9JKY0	Q9JKY0
O81098	O81098
P82670	P82670
P49222	P49222
Q06665	Q06665
P40166	P40166
A0A096MJY4	A0A096MJY4
Q9LXI8	Q9LXI8
P48595	P48595
Q9LHJ9	Q9LHJ9
Q9FFH0	Q9FFH0
J9VQC4	J9VQC4
Q20709	Q20709
P40038	P40038
O22802	O22802
P40342	P40342
Q62141	Q62141
Q7Z4T9	Q7Z4T9
P45976	P45976
Q4QAU9	Q4QAU9
Q9BQP7	Q9BQP7
P38998	P38998
Q63HR2	Q63HR2
Q12062	Q12062
Q2V2P4	Q2V2P4
Q8WXG6	Q8WXG6
Q9NPB1	Q9NPB1
O60952	O60952
Q6PEM8	Q6PEM8
Q8C8R3	Q8C8R3
Q8L8M9	Q8L8M9
O62090	O62090
P13637	P13637
Q18919	Q18919
Q5HYJ3	Q5HYJ3
Q9P013	Q9P013
P23500	P23500
Q62868	Q62868
P06778	P06778
Q8NFZ0	Q8NFZ0
Q9BXC9	Q9BXC9
F4KHG6	F4KHG6
Q09601	Q09601
O00154	O00154
Q8VHT6	Q8VHT6
P38324	P38324
Q5VZK9	Q5VZK9
O74434	O74434
Q61233	Q61233
Q5ZEP9	Q5ZEP9
Q9QZM5	Q9QZM5
P34257	P34257
Q9GZL7	Q9GZL7
P61964	P61964
P36954	P36954
P20433	P20433
Q08816	Q08816
P53139	P53139
A0A0F7G352	A0A0F7G352
P13275	P13275
P25569	P25569
Q0WQ41	Q0WQ41
Q9ES19	Q9ES19
Q9Y2I1	Q9Y2I1
P36159	P36159
Q7RTY1	Q7RTY1
O60941	O60941
Q9P7N0	Q9P7N0
Q12340	Q12340
Q6ASS9	Q6ASS9
Q7L2Z9	Q7L2Z9
Q9VHY5	Q9VHY5
Q9H5Q4	Q9H5Q4
A0A455ZAR2	A0A455ZAR2
G5EDW7	G5EDW7
Q8IWS0	Q8IWS0
P85845	P85845
Q7S5N0	Q7S5N0
Q9UHQ1	Q9UHQ1
Q09924	Q09924
Q9C900	Q9C900
P53136	P53136
P93025	P93025
Q9SQU2	Q9SQU2
Q96I76	Q96I76
Q8N328	Q8N328
Q9H668	Q9H668
G5EGE9	G5EGE9
Q86TP1	Q86TP1
P28033	P28033
Q9BTV5	Q9BTV5
Q0WV90	Q0WV90
Q53GS9	Q53GS9
Q8IQG1	Q8IQG1
Q9NX76	Q9NX76
O13699	O13699
Q12947	Q12947
Q00202	Q00202
O23300	O23300
P10664	P10664
Q9P802	Q9P802
Q8RXD3	Q8RXD3
Q02775	Q02775
Q96JJ3	Q96JJ3
P06843	P06843
Q24134	Q24134
Q27934	Q27934
Q8ND76	Q8ND76
Q03327	Q03327
Q9FNK4	Q9FNK4
Q9BRG1	Q9BRG1
Q84TI7	Q84TI7
Q8RUN2	Q8RUN2
Q86LG1	Q86LG1
Q86Y97	Q86Y97
Q8NEM7	Q8NEM7
P31334	P31334
Q5BJZ6	Q5BJZ6
Q9HCS7	Q9HCS7
Q15233	Q15233
O74429	O74429
Q9LFC0	Q9LFC0
Q92766	Q92766
Q9SNB7	Q9SNB7
Q94A41	Q94A41
Q86XK2	Q86XK2
Q99359	Q99359
Q8VY88	Q8VY88
Q8W4F1	Q8W4F1
Q9C106	Q9C106
Q9Y2Z4	Q9Y2Z4
Q86WV5	Q86WV5
Q8T053	Q8T053
G4NCH6	G4NCH6
O15504	O15504
Q8VY80	Q8VY80
Q42510	Q42510
P21757	P21757
P90551	P90551
Q08558	Q08558
Q10154	Q10154
P38979	P38979
Q69YN2	Q69YN2
P87234	P87234
Q80UF9	Q80UF9
Q52M58	Q52M58
Q9SYM5	Q9SYM5
Q9JIX9	Q9JIX9
Q06163	Q06163
Q8I299	Q8I299
P47002	P47002
Q149M9	Q149M9
P08153	P08153
Q9UT46	Q9UT46
P53810	P53810
O74887	O74887
Q9CA67	Q9CA67
P41779	P41779
Q39163	Q39163
Q9Z1X9	Q9Z1X9
Q9Y3A4	Q9Y3A4
P53148	P53148
P22138	P22138
P32338	P32338
Q03172	Q03172
P36094	P36094
O46385	O46385
Q86WR6	Q86WR6
Q86W42	Q86W42
P43554	P43554
Q7L5N1	Q7L5N1
Q7Z2E3	Q7Z2E3
Q3KNY0	Q3KNY0
P50080	P50080
O43068	O43068
Q9P0U4	Q9P0U4
P00107	P00107
Q10474	Q10474
O95997	O95997
Q9Y241	Q9Y241
P24473	P24473
Q9EST4	Q9EST4
O15304	O15304
P47120	P47120
Q15596	Q15596
Q9VCX1	Q9VCX1
Q9W3E2	Q9W3E2
Q06707	Q06707
Q9JLI8	Q9JLI8
Q4WJ81	Q4WJ81
Q9NQW8	Q9NQW8
Q64442	Q64442
Q9ST63	Q9ST63
P42526	P42526
P54845	P54845
Q9FEC1	Q9FEC1
P38289	P38289
Q9USP9	Q9USP9
Q9Y3A2	Q9Y3A2
Q9BVS5	Q9BVS5
Q5VY09	Q5VY09
Q9NGX9	Q9NGX9
Q8LFH5	Q8LFH5
Q9FGH9	Q9FGH9
F4I443	F4I443
Q00341	Q00341
P82913	P82913
Q10426	Q10426
Q1H537	Q1H537
O13911	O13911
Q923Q2	Q923Q2
P83456	P83456
A1Z9P3	A1Z9P3
O48917	O48917
Q9UTR9	Q9UTR9
P39207	P39207
Q8C5S7	Q8C5S7
Q9LTW4	Q9LTW4
Q7KRI2	Q7KRI2
Q9UI36	Q9UI36
O14064	O14064
P36011	P36011
Q9Y3E5	Q9Y3E5
Q10360	Q10360
O43819	O43819
F1MH24	F1MH24
O04479	O04479
Q9HG09	Q9HG09
Q80VL1	Q80VL1
A0A509ARF0	A0A509ARF0
Q23238	Q23238
Q12262	Q12262
Q7S2H6	Q7S2H6
O14310	O14310
P36169	P36169
P19518	P19518
Q9Y5B8	Q9Y5B8
Q8GUI6	Q8GUI6
Q9H2K8	Q9H2K8
Q9SNC0	Q9SNC0
Q8N2C7	Q8N2C7
Q9HCH5	Q9HCH5
Q04659	Q04659
Q9UTK4	Q9UTK4
Q9STS7	Q9STS7
Q6DWJ6	Q6DWJ6
Q9VVV9	Q9VVV9
Q06214	Q06214
P53034	P53034
Q03370	Q03370
P62072	P62072
Q4L180	Q4L180
O74356	O74356
Q92619	Q92619
Q8R3K3	Q8R3K3
P28661	P28661
Q7KZF4	Q7KZF4
P25379	P25379
Q9SRN4	Q9SRN4
Q94CL9	Q94CL9
Q8ITW8	Q8ITW8
P10156	P10156
Q9BYG8	Q9BYG8
A0A0N7KIY3	A0A0N7KIY3
Q96E11	Q96E11
P81760	P81760
Q9UU96	Q9UU96
Q20924	Q20924
Q1LZ24	Q1LZ24
P78417	P78417
Q8IXH6	Q8IXH6
Q6RFZ7	Q6RFZ7
P38250	P38250
B3EWF7	B3EWF7
P36064	P36064
P81909	P81909
A0A3Q7HWE4	A0A3Q7HWE4
Q53TQ3	Q53TQ3
O77480	O77480
Q7SHR9	Q7SHR9
P50749	P50749
Q6Z6M4	Q6Z6M4
Q5H943	Q5H943
O82277	O82277
P26755	P26755
Q9V4C8	Q9V4C8
Q8IYB3	Q8IYB3
Q5TB80	Q5TB80
Q23243	Q23243
O94494	O94494
Q01517	Q01517
Q8LGZ9	Q8LGZ9
Q04922	Q04922
Q9W603	Q9W603
Q01992	Q01992
Q00912	Q00912
Q8BGW0	Q8BGW0
P05982	P05982
Q99679	Q99679
P34164	P34164
P23180	P23180
Q9NVU7	Q9NVU7
O55081	O55081
Q8GYC7	Q8GYC7
Q9LZS0	Q9LZS0
O61707	O61707
Q9NP64	Q9NP64
P34250	P34250
Q8R3C6	Q8R3C6
Q9SL92	Q9SL92
P42844	P42844
Q09858	Q09858
Q9W1H4	Q9W1H4
O35613	O35613
Q9NBD7	Q9NBD7
Q8R515	Q8R515
Q9H334	Q9H334
Q9LV85	Q9LV85
P0DW10	P0DW10
Q8BN78	Q8BN78
P40037	P40037
Q38AH0	Q38AH0
Q9LYB9	Q9LYB9
P12383	P12383
P48512	P48512
Q80T69	Q80T69
Q8BMB0	Q8BMB0
Q94234	Q94234
O96693	O96693
P30776	P30776
Q06706	Q06706
P23615	P23615
P05423	P05423
O95989	O95989
Q9ZV24	Q9ZV24
Q18237	Q18237
Q9LKX9	Q9LKX9
P26017	P26017
Q9BQ95	Q9BQ95
O94522	O94522
Q8VZA0	Q8VZA0
L0R6Q1	L0R6Q1
Q75WF1	Q75WF1
Q9HB21	Q9HB21
O43663	O43663
O43592	O43592
Q09838	Q09838
P61092	P61092
Q6GKV1	Q6GKV1
Q8IU80	Q8IU80
Q94BN0	Q94BN0
Q6ZVD8	Q6ZVD8
Q94126	Q94126
Q09666	Q09666
Q5ZEF1	Q5ZEF1
Q10SU5	Q10SU5
Q00453	Q00453
P30038	P30038
E1JIT7	E1JIT7
P40381	P40381
Q9H5F2	Q9H5F2
Q9H6E5	Q9H6E5
P34418	P34418
Q12420	Q12420
P07199	P07199
Q9H8H0	Q9H8H0
O74958	O74958
Q8VYE2	Q8VYE2
O42662	O42662
Q9T6H8	Q9T6H8
Q9EQQ4	Q9EQQ4
Q04749	Q04749
Q9HCU9	Q9HCU9
Q9ES73	Q9ES73
P50748	P50748
Q9FFZ1	Q9FFZ1
Q9JM73	Q9JM73
Q9FLY0	Q9FLY0
Q6T938	Q6T938
Q945P1	Q945P1
Q6RFH5	Q6RFH5
P40008	P40008
P36213	P36213
Q06344	Q06344
Q6NZ36	Q6NZ36
P0C5Y7	P0C5Y7
Q3URU2	Q3URU2
O60231	O60231
Q8BJ05	Q8BJ05
F4JAU2	F4JAU2
J3QMY9	J3QMY9
Q3HNG7	Q3HNG7
Q969X6	Q969X6
Q8TCY9	Q8TCY9
P47175	P47175
Q6UJY2	Q6UJY2
O88466	O88466
O80832	O80832
Q5T6F0	Q5T6F0
Q9SU71	Q9SU71
Q9NQV6	Q9NQV6
Q12032	Q12032
Q03615	Q03615
Q9C9F5	Q9C9F5
P18870	P18870
Q8WXX7	Q8WXX7
Q9NYQ3	Q9NYQ3
Q15388	Q15388
Q9NVA1	Q9NVA1
Q9BLG4	Q9BLG4
Q9WUU9	Q9WUU9
Q22227	Q22227
O14230	O14230
P53318	P53318
V9M398	V9M398
P43557	P43557
P11020	P11020
P56216	P56216
Q9NYT0	Q9NYT0
Q9LQI7	Q9LQI7
Q9SM44	Q9SM44
Q7M750	Q7M750
Q62261	Q62261
Q8TD31	Q8TD31
Q9C666	Q9C666
Q8IDN4	Q8IDN4
I3SL57	I3SL57
Q8W4D6	Q8W4D6
Q9Y3D7	Q9Y3D7
P46435	P46435
Q7Y0F6	Q7Y0F6
Q53GL0	Q53GL0
Q9WU12	Q9WU12
Q5VTB9	Q5VTB9
D4A7U2	D4A7U2
Q9P7V3	Q9P7V3
Q7Z6Z7	Q7Z6Z7
P27929	P27929
Q03771	Q03771
P14291	P14291
P21657	P21657
P52927	P52927
Q08465	Q08465
Q04500	Q04500
O59757	O59757
F4HXU3	F4HXU3
G5EEW6	G5EEW6
Q86XK3	Q86XK3
P53203	P53203
Q13487	Q13487
Q941D3	Q941D3
Q9P7U2	Q9P7U2
P82979	P82979
Q07912	Q07912
P40567	P40567
Q9AUE0	Q9AUE0
Q12974	Q12974
Q8SWR3	Q8SWR3
Q99L90	Q99L90
S8ESV1	S8ESV1
P82352	P82352
P83369	P83369
Q86SP6	Q86SP6
Q24246	Q24246
Q9H1P3	Q9H1P3
Q9UJQ4	Q9UJQ4
Q9HAC7	Q9HAC7
Q9CQT6	Q9CQT6
Q5JNS0	Q5JNS0
Q9SGA2	Q9SGA2
Q9D385	Q9D385
P34909	P34909
Q9FNC9	Q9FNC9
P26041	P26041
Q3URQ0	Q3URQ0
Q9USZ4	Q9USZ4
J9VUG5	J9VUG5
Q01593	Q01593
Q6UN15	Q6UN15
Q8LDU1	Q8LDU1
O94826	O94826
P18074	P18074
P80235	P80235
Q96DE5	Q96DE5
Q6PJ21	Q6PJ21
O14329	O14329
P60879	P60879
P33203	P33203
Q9UNX4	Q9UNX4
A0A486WWJ9	A0A486WWJ9
Q03702	Q03702
Q2NNE0	Q2NNE0
Q9HDZ3	Q9HDZ3
Q8WWQ0	Q8WWQ0
Q9P7K5	Q9P7K5
Q14694	Q14694
Q0GGX2	Q0GGX2
Q94131	Q94131
Q10168	Q10168
P20659	P20659
Q15464	Q15464
Q8WZK0	Q8WZK0
P53088	P53088
Q5Z807	Q5Z807
Q9Z2S7	Q9Z2S7
P91853	P91853
B9TSP7	B9TSP7
P32790	P32790
Q8VY11	Q8VY11
Q9UIL8	Q9UIL8
Q93VT9	Q93VT9
P38961	P38961
Q95XQ1	Q95XQ1
Q8N4E7	Q8N4E7
Q6NME7	Q6NME7
Q28851	Q28851
Q9VWN4	Q9VWN4
Q6NVG5	Q6NVG5
P33418	P33418
Q9NYJ8	Q9NYJ8
P86981	P86981
O13852	O13852
Q8CD15	Q8CD15
P50110	P50110
P47045	P47045
P40571	P40571
Q8C8Y5	Q8C8Y5
Q9ZST9	Q9ZST9
P50219	P50219
Q2MHN3	Q2MHN3
Q8IWZ6	Q8IWZ6
Q42606	Q42606
Q99966	Q99966
Q9FJY5	Q9FJY5
O70343	O70343
Q381V1	Q381V1
O43114	O43114
Q5FBB7	Q5FBB7
A6NKF2	A6NKF2
P38253	P38253
Q13426	Q13426
G3XKQ9	G3XKQ9
Q9H0V1	Q9H0V1
Q9SIY3	Q9SIY3
O14802	O14802
Q9NWS8	Q9NWS8
Q5JPH6	Q5JPH6
P46970	P46970
Q9H869	Q9H869
Q3E747	Q3E747
Q9LFA3	Q9LFA3
Q8NGU9	Q8NGU9
Q90ZF9	Q90ZF9
Q08213	Q08213
P27202	P27202
Q9Y6X0	Q9Y6X0
Q60974	Q60974
Q21733	Q21733
Q9LVS0	Q9LVS0
P0CY10	P0CY10
Q9UUK4	Q9UUK4
E9Q5G7	E9Q5G7
Q9NQW7	Q9NQW7
Q8C886	Q8C886
Q9VWF2	Q9VWF2
Q940Z2	Q940Z2
O14338	O14338
O13853	O13853
O74518	O74518
P34087	P34087
Q20060	Q20060
Q03862	Q03862
Q9BTZ2	Q9BTZ2
P0DPK0	P0DPK0
P49793	P49793
Q9NWR8	Q9NWR8
Q08024	Q08024
Q12291	Q12291
P35244	P35244
Q6PE84	Q6PE84
P53874	P53874
Q96SY0	Q96SY0
Q3SZX5	Q3SZX5
Q7TN79	Q7TN79
Q9H0U9	Q9H0U9
Q10325	Q10325
P82887	P82887
Q9BQG0	Q9BQG0
P20293	P20293
Q9S7W5	Q9S7W5
Q8GXN9	Q8GXN9
Q01962	Q01962
Q19131	Q19131
O94888	O94888
Q19404	Q19404
Q9GYS1	Q9GYS1
Q8VYJ1	Q8VYJ1
P35348	P35348
Q9XH37	Q9XH37
Q7YZH1	Q7YZH1
Q03429	Q03429
P34234	P34234
Q02447	Q02447
Q9NR90	Q9NR90
Q03281	Q03281
Q8NAP3	Q8NAP3
Q7JXF5	Q7JXF5
O59767	O59767
P06180	P06180
Q3E823	Q3E823
Q93WG3	Q93WG3
P54920	P54920
Q9UIS9	Q9UIS9
Q84VG7	Q84VG7
O23247	O23247
D3ZUI5	D3ZUI5
Q8W4J9	Q8W4J9
Q9UGK8	Q9UGK8
Q8TDV5	Q8TDV5
O00287	O00287
Q96EL3	Q96EL3
Q27403	Q27403
Q92624	Q92624
Q9TW65	Q9TW65
P34225	P34225
O95477	O95477
Q969Q6	Q969Q6
Q8VZD4	Q8VZD4
P07253	P07253
Q9VR38	Q9VR38
Q9H3F6	Q9H3F6
Q99LM3	Q99LM3
Q28205	Q28205
G5EGK6	G5EGK6
Q8BG36	Q8BG36
P41812	P41812
Q60EW9	Q60EW9
P25649	P25649
Q12275	Q12275
Q29RF7	Q29RF7
Q9UDW3	Q9UDW3
Q9Y113	Q9Y113
Q18616	Q18616
Q10287	Q10287
O74329	O74329
Q93V66	Q93V66
Q8VYU8	Q8VYU8
Q1KPV0	Q1KPV0
Q05543	Q05543
O74846	O74846
P32500	P32500
O60094	O60094
P79015	P79015
Q96AJ1	Q96AJ1
P53803	P53803
Q9N4M4	Q9N4M4
O14318	O14318
Q02199	Q02199
Q8BIW9	Q8BIW9
Q9H4X1	Q9H4X1
Q9SAR5	Q9SAR5
Q9FJG1	Q9FJG1
Q6P3S1	Q6P3S1
P47112	P47112
P40458	P40458
Q08365	Q08365
Q9C086	Q9C086
P82137	P82137
Q9URV3	Q9URV3
Q0E7J7	Q0E7J7
Q9UT17	Q9UT17
Q86BP6	Q86BP6
Q96B49	Q96B49
Q9VB62	Q9VB62
O55003	O55003
P35659	P35659
P18754	P18754
Q6VAK4	Q6VAK4
Q9FXT6	Q9FXT6
P78312	P78312
P23368	P23368
Q8GYD9	Q8GYD9
Q86HX0	Q86HX0
Q9C469	Q9C469
Q9BSF4	Q9BSF4
P38345	P38345
Q09842	Q09842
P0C2B6	P0C2B6
Q0DEC8	Q0DEC8
Q8C0V1	Q8C0V1
O49292	O49292
P23490	P23490
Q9UUE5	Q9UUE5
Q9EPK5	Q9EPK5
Q8TAT5	Q8TAT5
Q12393	Q12393
Q08058	Q08058
Q0VAA5	Q0VAA5
Q6CLY8	Q6CLY8
D3YXJ0	D3YXJ0
Q7SCZ3	Q7SCZ3
Q9V629	Q9V629
Q9UTH3	Q9UTH3
O74465	O74465
Q9NWY4	Q9NWY4
Q8CJ27	Q8CJ27
P40364	P40364
Q6NPS8	Q6NPS8
Q7S4E0	Q7S4E0
Q10Q07	Q10Q07
A4D2B0	A4D2B0
Q8WQX5	Q8WQX5
Q9Y7X6	Q9Y7X6
Q8IX15	Q8IX15
O70372	O70372
Q8WV41	Q8WV41
O94397	O94397
Q62315	Q62315
P67870	P67870
Q02548	Q02548
P22035	P22035
P09543	P09543
O00566	O00566
Q66JZ4	Q66JZ4
Q12514	Q12514
O95625	O95625
Q86Y01	Q86Y01
B5X0I6	B5X0I6
Q9H7T9	Q9H7T9
Q7Z3E1	Q7Z3E1
P48552	P48552
Q80SY4	Q80SY4
Q9NPJ6	Q9NPJ6
Q96QE3	Q96QE3
Q4VBE8	Q4VBE8
Q5NCQ5	Q5NCQ5
Q05166	Q05166
Q13886	Q13886
Q8CH25	Q8CH25
Q9Y237	Q9Y237
Q6P2D8	Q6P2D8
G5DBJ0	G5DBJ0
Q9P6Q0	Q9P6Q0
Q9VZM7	Q9VZM7
Q8INR6	Q8INR6
Q13495	Q13495
O80575	O80575
Q00471	Q00471
Q9VKM6	Q9VKM6
Q92621	Q92621
Q05192	Q05192
G5ECU7	G5ECU7
Q9JJN6	Q9JJN6
Q4KMP7	Q4KMP7
P83211	P83211
Q5F1R6	Q5F1R6
Q9SNB6	Q9SNB6
Q13336	Q13336
B4XT64	B4XT64
Q8VDS3	Q8VDS3
Q9Y3Z3	Q9Y3Z3
Q9Z311	Q9Z311
E9PRG8	E9PRG8
O44548	O44548
Q9BTL3	Q9BTL3
Q9V4Z9	Q9V4Z9
Q9LDD5	Q9LDD5
Q8R1N0	Q8R1N0
Q921G6	Q921G6
O14013	O14013
Q9Y2V0	Q9Y2V0
Q9P2N6	Q9P2N6
Q3E7B7	Q3E7B7
Q9QWH1	Q9QWH1
P38885	P38885
B7SXM5	B7SXM5
P40202	P40202
Q06668	Q06668
Q9P3W1	Q9P3W1
Q8RWN0	Q8RWN0
Q8GZA8	Q8GZA8
Q5VTR2	Q5VTR2
P06602	P06602
P16467	P16467
Q9NUL5	Q9NUL5
P15308	P15308
P40090	P40090
P0CG12	P0CG12
Q9JMA2	Q9JMA2
Q96KM6	Q96KM6
Q9VYQ0	Q9VYQ0
Q9W0K4	Q9W0K4
Q09967	Q09967
Q3E6R5	Q3E6R5
Q4KLP8	Q4KLP8
E5KBU3	E5KBU3
P23023	P23023
Q6U6H1	Q6U6H1
Q96524	Q96524
Q0P5N6	Q0P5N6
Q94BU8	Q94BU8
Q96IX5	Q96IX5
Q9D5P4	Q9D5P4
Q12374	Q12374
P38204	P38204
Q9NR21	Q9NR21
Q96CX2	Q96CX2
Q9USM4	Q9USM4
P27864	P27864
O14894	O14894
Q7KWJ5	Q7KWJ5
O94451	O94451
P19517	P19517
Q03774	Q03774
Q12283	Q12283
Q1G3K8	Q1G3K8
O75762	O75762
Q9ZW85	Q9ZW85
Q14241	Q14241
Q3UQS8	Q3UQS8
Q80WK2	Q80WK2
U9W802	U9W802
O74409	O74409
Q9FKA7	Q9FKA7
P16455	P16455
Q64321	Q64321
Q9LY99	Q9LY99
Q9P7W8	Q9P7W8
P53692	P53692
Q8JFY9	Q8JFY9
Q05937	Q05937
Q8S4Q6	Q8S4Q6
Q03433	Q03433
A0A0U2UYC4	A0A0U2UYC4
Q06511	Q06511
Q13901	Q13901
O94450	O94450
Q383Q5	Q383Q5
Q94165	Q94165
P30658	P30658
Q96QP1	Q96QP1
Q8BMA5	Q8BMA5
P33412	P33412
P38890	P38890
Q9ULY5	Q9ULY5
P42116	P42116
Q61548	Q61548
Q19203	Q19203
Q07163	Q07163
D3ZKT0	D3ZKT0
Q60560	Q60560
P43188	P43188
Q9NZJ6	Q9NZJ6
O23680	O23680
Q6DGH9	Q6DGH9
P82924	P82924
P25457	P25457
Q08492	Q08492
Q9FJI1	Q9FJI1
Q38946	Q38946
Q21148	Q21148
Q8NFT6	Q8NFT6
Q9Y0E4	Q9Y0E4
Q9UUM2	Q9UUM2
Q8IJX8	Q8IJX8
P53877	P53877
Q8RXD6	Q8RXD6
Q920G9	Q920G9
P49792	P49792
Q8RWD5	Q8RWD5
Q9B6C8	Q9B6C8
Q8W4B1	Q8W4B1
P08740	P08740
Q9UMY1	Q9UMY1
Q91876	Q91876
P26754	P26754
Q9LH52	Q9LH52
Q9M3K7	Q9M3K7
P29461	P29461
Q23529	Q23529
Q91XW8	Q91XW8
Q9SRX9	Q9SRX9
Q96HY7	Q96HY7
Q9W1V7	Q9W1V7
Q9P7H8	Q9P7H8
P38768	P38768
Q8S948	Q8S948
K7W9N9	K7W9N9
Q9XI73	Q9XI73
P33416	P33416
Q8VDP4	Q8VDP4
Q9VM92	Q9VM92
Q9JMB1	Q9JMB1
Q9VW51	Q9VW51
Q12887	Q12887
Q9V463	Q9V463
P41846	P41846
P46998	P46998
Q3S4A7	Q3S4A7
W8JWV8	W8JWV8
P00918	P00918
Q5SYB0	Q5SYB0
P22027	P22027
Q7Z7F0	Q7Z7F0
Q39172	Q39172
Q05809	Q05809
P17677	P17677
P40019	P40019
Q4V7C6	Q4V7C6
Q9Y2Q9	Q9Y2Q9
Q86WX3	Q86WX3
Q02455	Q02455
P38182	P38182
P54860	P54860
L0B1Y1	L0B1Y1
Q3ZN08	Q3ZN08
Q9C9T2	Q9C9T2
Q8H0U4	Q8H0U4
A7DTF0	A7DTF0
Q5SXA9	Q5SXA9
Q8K330	Q8K330
Q9NZQ3	Q9NZQ3
P32266	P32266
Q08774	Q08774
Q49B96	Q49B96
Q94B35	Q94B35
Q9FQ09	Q9FQ09
Q12972	Q12972
F4HRV8	F4HRV8
Q75WU1	Q75WU1
P53004	P53004
Q9U2Z0	Q9U2Z0
P46783	P46783
P15340	P15340
Q9D563	Q9D563
Q9S816	Q9S816
Q90ZA1	Q90ZA1
Q9FWR4	Q9FWR4
P53628	P53628
Q5SY16	Q5SY16
P78953	P78953
Q17381	Q17381
Q9VL14	Q9VL14
Q04930	Q04930
Q9FZ89	Q9FZ89
Q4V7K4	Q4V7K4
Q02983	Q02983
A1Z7A6	A1Z7A6
Q9C5Z3	Q9C5Z3
Q22024	Q22024
Q6PFD5	Q6PFD5
Q5JWF2	Q5JWF2
Q8GY65	Q8GY65
Q96PE3	Q96PE3
B6HQN4	B6HQN4
O48713	O48713
P36141	P36141
Q92785	Q92785
Q2TB02	Q2TB02
P0DI83	P0DI83
Q5U5X0	Q5U5X0
P25038	P25038
P40997	P40997
Q6NZQ4	Q6NZQ4
P82669	P82669
R4X244	R4X244
Q8VZ20	Q8VZ20
Q7Z7K6	Q7Z7K6
P40505	P40505
Q6ZRS2	Q6ZRS2
Q8ISM1	Q8ISM1
Q9M297	Q9M297
Q8MIR0	Q8MIR0
O22806	O22806
P12956	P12956
P38237	P38237
P41229	P41229
P16451	P16451
U9W8F2	U9W8F2
Q810W7	Q810W7
P53718	P53718
P82194	P82194
P33751	P33751
Q9SL95	Q9SL95
O23174	O23174
O94916	O94916
Q9CQE1	Q9CQE1
Q4WW97	Q4WW97
Q38834	Q38834
Q8L7W1	Q8L7W1
P05089	P05089
P70671	P70671
O80952	O80952
P04053	P04053
Q52LJ0	Q52LJ0
P15771	P15771
Q8MXU4	Q8MXU4
Q9JHR9	Q9JHR9
Q9H161	Q9H161
Q5I0X4	Q5I0X4
Q24400	Q24400
P39685	P39685
Q12149	Q12149
Q9BRP1	Q9BRP1
Q6ZQN7	Q6ZQN7
Q5PP51	Q5PP51
Q99JB6	Q99JB6
Q9W148	Q9W148
Q9M9V9	Q9M9V9
Q06109	Q06109
P41161	P41161
Q99MR6	Q99MR6
Q9VIT0	Q9VIT0
Q02521	Q02521
A4D1E9	A4D1E9
P11746	P11746
P38879	P38879
Q9FE22	Q9FE22
Q09725	Q09725
O59836	O59836
P39001	P39001
Q9LX31	Q9LX31
P39965	P39965
Q5XVF0	Q5XVF0
P31942	P31942
Q9BUL9	Q9BUL9
Q8BRE0	Q8BRE0
P49815	P49815
Q9NQ92	Q9NQ92
P39952	P39952
Q9LY23	Q9LY23
Q96PN7	Q96PN7
Q12905	Q12905
Q9FNN6	Q9FNN6
Q86T26	Q86T26
Q5H8A6	Q5H8A6
Q9DAM1	Q9DAM1
P09596	P09596
Q01804	Q01804
Q20646	Q20646
P29747	P29747
O94643	O94643
Q09884	Q09884
O75164	O75164
Q7LDG7	Q7LDG7
P43558	P43558
P49957	P49957
Q9P127	Q9P127
Q07688	Q07688
Q9FTA2	Q9FTA2
Q9DBL9	Q9DBL9
Q9BW91	Q9BW91
Q8CGB3	Q8CGB3
Q02486	Q02486
Q9W484	Q9W484
Q8I397	Q8I397
