O74740	accession	Label	Set	CV_Fold	organism	kingdom	protein_length	cleavage_position	tm_helix_first_90
Q9UTJ8	Q9UTJ8	0	Training	4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1285		False
Q9C086	Q9C086	0	Training	0	Homo sapiens	Metazoa	356		False
Q9NY74	Q9NY74	0	Training	1	Homo sapiens	Metazoa	926		False
Q9UHV7	Q9UHV7	0	Training	2	Homo sapiens	Metazoa	2174		False
Q22812	Q22812	0	Training	3	Caenorhabditis elegans	Metazoa	399		False
Q03760	Q03760	0	Training	4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	334		False
Q94BT9	Q94BT9	0	Training	0	Arabidopsis thaliana	Plants	76		False
P25453	P25453	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	334		False
Q674X7	Q674X7	0	Training	2	Homo sapiens	Metazoa	775		False
Q12315	Q12315	0	Training	3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	538		False
P08657	P08657	0	Training	4	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37)	Fungi	865		False
Q8L7E5	Q8L7E5	0	Training	0	Arabidopsis thaliana	Plants	703		False
O08773	O08773	0	Training	1	Rattus norvegicus	Metazoa	544		False
Q9LRZ3	Q9LRZ3	0	Training	2	Arabidopsis thaliana	Plants	641		False
Q9NPI6	Q9NPI6	0	Training	3	Homo sapiens	Metazoa	582		False
Q9H6K1	Q9H6K1	0	Training	4	Homo sapiens	Metazoa	298		False
A0A445AGS0	A0A445AGS0	0	Training	0	Arachis hypogaea	Plants	203		False
P16658	P16658	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	377		False
Q62796	Q62796	0	Training	2	Rattus norvegicus	Metazoa	647		False
Q5A4H5	Q5A4H5	0	Training	3	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	731		False
Q13342	Q13342	0	Training	4	Homo sapiens	Metazoa	867		False
P51163	P51163	0	Training	0	Mus musculus	Metazoa	265		False
A0A509AKT6	A0A509AKT6	0	Training	1	Plasmodium berghei (strain Anka)	Other	455		True
Q94F00	Q94F00	0	Training	2	Arabidopsis thaliana	Plants	371		False
Q15286	Q15286	0	Training	3	Homo sapiens	Metazoa	201		False
Q9P0P8	Q9P0P8	0	Training	4	Homo sapiens	Metazoa	240		False
Q8BVG4	Q8BVG4	0	Training	0	Mus musculus	Metazoa	862		False
P19880	P19880	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	650		False
Q94CD4	Q94CD4	0	Training	2	Arabidopsis thaliana	Plants	134		False
P41002	P41002	0	Training	3	Homo sapiens	Metazoa	786		False
P53875	P53875	0	Training	4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	158		False
P0DW81	P0DW81	0	Training	0	Homo sapiens	Metazoa	44		False
P17442	P17442	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1178		False
P53167	P53167	0	Training	2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	370		False
U4PAZ9	U4PAZ9	0	Training	3	Caenorhabditis elegans	Metazoa	1112		False
P53628	P53628	0	Training	4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	566		False
Q8WZK3	Q8WZK3	0	Training	0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	138		False
O75004	O75004	0	Training	1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	501		False
Q75QN2	Q75QN2	0	Training	2	Homo sapiens	Metazoa	995		False
O46385	O46385	0	Training	3	Bos taurus	Metazoa	2194		False
Q91WW3	Q91WW3	0	Training	4	Mus musculus	Metazoa	302		True
O49629	O49629	0	Training	0	Arabidopsis thaliana	Plants	310		False
P82913	P82913	0	Training	1	Bos taurus	Metazoa	256		False
Q7Z410	Q7Z410	0	Training	2	Homo sapiens	Metazoa	1059		True
P46673	P46673	0	Training	3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	744		False
Q3E785	Q3E785	0	Training	4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	79		False
Q12373	Q12373	0	Training	0	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	385		False
O35250	O35250	0	Training	1	Mus musculus	Metazoa	697		False
P60323	P60323	0	Training	2	Homo sapiens	Metazoa	173		False
Q12283	Q12283	0	Training	3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	360		False
P0CS82	P0CS82	0	Training	4	Saccharomyces cerevisiae	Fungi	1483		False
O94494	O94494	0	Training	0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	277		False
Q02793	Q02793	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	397		False
F4K933	F4K933	0	Training	2	Arabidopsis thaliana	Plants	483		False
O94410	O94410	0	Training	3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	186		False
Q96CX2	Q96CX2	0	Training	4	Homo sapiens	Metazoa	325		False
P47988	P47988	0	Training	0	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	759		False
Q08509	Q08509	0	Training	1	Mus musculus	Metazoa	821		False
Q94545	Q94545	0	Training	2	Drosophila melanogaster	Metazoa	556		False
Q17390	Q17390	0	Training	3	Caenorhabditis elegans	Metazoa	791		False
Q682U6	Q682U6	0	Training	4	Arabidopsis thaliana	Plants	316		False
Q9FVR6	Q9FVR6	0	Training	0	Arabidopsis thaliana	Plants	296		False
P40164	P40164	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	858		False
Q9Y2I8	Q9Y2I8	0	Training	2	Homo sapiens	Metazoa	494		False
Q4VAE3	Q4VAE3	0	Training	3	Mus musculus	Metazoa	234		False
G5EFY4	G5EFY4	0	Training	4	Caenorhabditis elegans	Metazoa	286		False
P39952	P39952	0	Training	0	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	402		False
P11325	P11325	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	894		False
Q12334	Q12334	0	Training	2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	223		False
Q6IQ55	Q6IQ55	0	Training	3	Homo sapiens	Metazoa	1244		False
A0A1D9BZF0	A0A1D9BZF0	0	Training	4	Mus musculus	Metazoa	507		False
Q8N196	Q8N196	0	Training	0	Homo sapiens	Metazoa	739		False
P53188	P53188	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	120		False
P33203	P33203	0	Training	2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	583		False
Q99575	Q99575	0	Training	3	Homo sapiens	Metazoa	1024		False
Q9FEC4	Q9FEC4	0	Training	4	Chlamydomonas reinhardtii	Plants	1783		False
P22134	P22134	0	Training	0	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	296		False
Q94BN0	Q94BN0	0	Training	1	Arabidopsis thaliana	Plants	364		False
O15427	O15427	0	Training	2	Homo sapiens	Metazoa	465		True
P27516	P27516	0	Training	3	Dunaliella salina	Plants	172		False
A0A3Q7HWE4	A0A3Q7HWE4	0	Training	4	Solanum lycopersicum	Plants	165		False
Q8GT66	Q8GT66	0	Training	0	Pisum sativum	Plants	436		False
Q8NFG4	Q8NFG4	0	Training	1	Homo sapiens	Metazoa	579		False
Q9HDZ3	Q9HDZ3	0	Training	2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	182		False
Q9Z2S7	Q9Z2S7	0	Training	3	Mus musculus	Metazoa	137		False
Q9ULE6	Q9ULE6	0	Training	4	Homo sapiens	Metazoa	856		False
Q6NZN1	Q6NZN1	0	Training	0	Mus musculus	Metazoa	1644		False
A2ALU4	A2ALU4	0	Training	1	Mus musculus	Metazoa	1481		False
O60141	O60141	0	Training	2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	299		False
P52868	P52868	0	Training	3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	283		False
Q9STY4	Q9STY4	0	Training	4	Arabidopsis thaliana	Plants	599		False
Q9P7L2	Q9P7L2	0	Training	0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	425		False
P47158	P47158	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	497		False
Q920F5	Q920F5	0	Training	2	Rattus norvegicus	Metazoa	492		False
Q9NGX9	Q9NGX9	0	Training	3	Drosophila melanogaster	Metazoa	489		False
Q9SCR2	Q9SCR2	0	Training	4	Arabidopsis thaliana	Plants	209		False
Q8GSJ6	Q8GSJ6	0	Training	0	Arabidopsis thaliana	Plants	154		True
J9VQC4	J9VQC4	0	Training	1	Cryptococcus neoformans (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	Fungi	366		True
P14908	P14908	0	Training	2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	341		False
Q08702	Q08702	0	Training	3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	217		False
Q8IWA0	Q8IWA0	0	Training	4	Homo sapiens	Metazoa	830		False
Q69ZR9	Q69ZR9	0	Training	0	Mus musculus	Metazoa	1610		False
Q68CP9	Q68CP9	0	Training	1	Homo sapiens	Metazoa	1835		False
A0A075TRC0	A0A075TRC0	0	Training	2	Penicillium expansum	Fungi	1776		False
Q0D2I5	Q0D2I5	0	Training	3	Homo sapiens	Metazoa	559		False
Q9EPK5	Q9EPK5	0	Training	4	Mus musculus	Metazoa	395		False
Q61127	Q61127	0	Training	0	Mus musculus	Metazoa	525		False
P06100	P06100	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	191		False
Q06148	Q06148	0	Training	2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	342		True
O49570	O49570	0	Training	3	Arabidopsis thaliana	Plants	650		False
Q0WQ41	Q0WQ41	0	Training	4	Arabidopsis thaliana	Plants	594		False
Q5U623	Q5U623	0	Training	0	Homo sapiens	Metazoa	682		False
Q9FLU1	Q9FLU1	0	Training	1	Arabidopsis thaliana	Plants	454		False
Q14140	Q14140	0	Training	2	Homo sapiens	Metazoa	314		False
O60674	O60674	0	Training	3	Homo sapiens	Metazoa	1132		False
Q8RWD5	Q8RWD5	0	Training	4	Arabidopsis thaliana	Plants	577		False
O94972	O94972	0	Training	0	Homo sapiens	Metazoa	964		False
Q12361	Q12361	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	961		True
P42900	P42900	0	Training	2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	643		False
A2A288	A2A288	0	Training	3	Homo sapiens	Metazoa	527		False
P47118	P47118	0	Training	4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	141		False
Q1K548	Q1K548	0	Training	0	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	477		False
O60921	O60921	0	Training	1	Homo sapiens	Metazoa	280		False
P34241	P34241	0	Training	2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1764		False
P33759	P33759	0	Training	3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	307		False
G5EEG9	G5EEG9	0	Training	4	Caenorhabditis elegans	Metazoa	399		False
Q09184	Q09184	0	Training	0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	381		False
Q9VKV5	Q9VKV5	0	Training	1	Drosophila melanogaster	Metazoa	319		False
Q6ZIV7	Q6ZIV7	0	Training	2	Oryza sativa subsp. japonica	Plants	284		False
Q07938	Q07938	0	Training	3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	337		False
P43557	P43557	0	Training	4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	207		False
O61707	O61707	0	Training	0	Caenorhabditis elegans	Metazoa	523		False
P38255	P38255	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	430		False
Q9BWC9	Q9BWC9	0	Training	2	Homo sapiens	Metazoa	280		False
Q8N6I1	Q8N6I1	0	Training	3	Homo sapiens	Metazoa	236		False
Q10178	Q10178	0	Training	4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1205		False
P14604	P14604	0	Training	0	Rattus norvegicus	Metazoa	290		False
P40099	P40099	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	211		False
Q9D011	Q9D011	0	Training	2	Mus musculus	Metazoa	178		False
P82670	P82670	0	Training	3	Bos taurus	Metazoa	201		False
Q5VTT2	Q5VTT2	0	Training	4	Homo sapiens	Metazoa	229		False
Q9LES2	Q9LES2	0	Training	0	Arabidopsis thaliana	Plants	478		False
O14161	O14161	0	Training	1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	293		False
Q76KJ5	Q76KJ5	0	Training	2	Mus musculus	Metazoa	399		False
P14731	P14731	0	Training	3	Gallus gallus	Metazoa	584		False
P19447	P19447	0	Training	4	Homo sapiens	Metazoa	782		False
Q70CQ1	Q70CQ1	0	Training	0	Homo sapiens	Metazoa	688		False
P00390	P00390	0	Training	1	Homo sapiens	Metazoa	522		False
P46059	P46059	0	Training	2	Homo sapiens	Metazoa	708		True
Q5VWN6	Q5VWN6	0	Training	3	Homo sapiens	Metazoa	2430		False
D3Z7H4	D3Z7H4	0	Training	4	Mus musculus	Metazoa	322		True
Q01750	Q01750	0	Training	0	Rattus norvegicus	Metazoa	249		False
Q7ZT48	Q7ZT48	0	Training	1	Xenopus laevis	Metazoa	221		False
Q9Y3F4	Q9Y3F4	0	Training	2	Homo sapiens	Metazoa	350		False
Q8BVE8	Q8BVE8	0	Training	3	Mus musculus	Metazoa	1365		False
Q6J9Q2	Q6J9Q2	0	Training	4	Arabidopsis thaliana	Plants	348		False
Q96E29	Q96E29	0	Training	0	Homo sapiens	Metazoa	417		False
P53808	P53808	0	Training	1	Mus musculus	Metazoa	214		False
P32626	P32626	0	Training	2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	227		False
Q15560	Q15560	0	Training	3	Homo sapiens	Metazoa	299		False
P22354	P22354	0	Training	4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	195		False
O94913	O94913	0	Training	0	Homo sapiens	Metazoa	1555		False
O82204	O82204	0	Training	1	Arabidopsis thaliana	Plants	143		False
P30316	P30316	0	Training	2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1086		False
O22059	O22059	0	Training	3	Arabidopsis thaliana	Plants	94		False
Q6ZQX7	Q6ZQX7	0	Training	4	Homo sapiens	Metazoa	453		False
A0A0P0WQ90	A0A0P0WQ90	0	Training	0	Oryza sativa subsp. japonica	Plants	416		False
P38193	P38193	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	441		False
A0A5B9G902	A0A5B9G902	0	Training	2	Aureobasidium melanogenum	Fungi	521		False
Q9D4H9	Q9D4H9	0	Training	3	Mus musculus	Metazoa	941		False
Q02630	Q02630	0	Training	4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1113		False
Q9BXJ9	Q9BXJ9	0	Training	0	Homo sapiens	Metazoa	866		False
Q09014	Q09014	0	Training	1	Mus musculus	Metazoa	390		False
Q8NI36	Q8NI36	0	Training	2	Homo sapiens	Metazoa	895		False
P25188	P25188	0	Training	3	Cavia porcellus	Metazoa	167		False
Q9P7H5	Q9P7H5	0	Training	4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	175		False
Q9Y7K9	Q9Y7K9	0	Training	0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	246		False
Q8S4Q6	Q8S4Q6	0	Training	1	Arabidopsis thaliana	Plants	202		False
Q9USM4	Q9USM4	0	Training	2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	264		False
P40360	P40360	0	Training	3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	574		False
Q66GP9	Q66GP9	0	Training	4	Arabidopsis thaliana	Plants	561		False
Q7S910	Q7S910	0	Training	0	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	263		False
A8WFJ9	A8WFJ9	0	Training	1	Caenorhabditis elegans	Metazoa	463		False
Q6ZYL4	Q6ZYL4	0	Training	2	Homo sapiens	Metazoa	71		False
P22033	P22033	0	Training	3	Homo sapiens	Metazoa	750		False
Q06678	Q06678	0	Training	4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	367		False
Q08687	Q08687	0	Training	0	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	178		False
Q9H8E8	Q9H8E8	0	Training	1	Homo sapiens	Metazoa	782		False
P53125	P53125	0	Training	2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1264		False
P40381	P40381	0	Training	3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	328		False
Q9NZZ3	Q9NZZ3	0	Training	4	Homo sapiens	Metazoa	219		False
Q9NPD3	Q9NPD3	0	Training	0	Homo sapiens	Metazoa	245		False
Q9D1F4	Q9D1F4	0	Training	1	Mus musculus	Metazoa	257		False
Q96PN7	Q96PN7	0	Training	2	Homo sapiens	Metazoa	1200		False
Q07163	Q07163	0	Training	3	Saccharomyces cerevisiae	Fungi	1755		False
Q8IZD2	Q8IZD2	0	Training	4	Homo sapiens	Metazoa	1858		False
P32505	P32505	0	Training	0	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	525		False
Q96GX5	Q96GX5	0	Training	1	Homo sapiens	Metazoa	879		False
P41812	P41812	0	Training	2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	875		False
Q9ZVA7	Q9ZVA7	0	Training	3	Arabidopsis thaliana	Plants	468		False
Q8LDU1	Q8LDU1	0	Training	4	Arabidopsis thaliana	Plants	321		False
Q9R0X4	Q9R0X4	0	Training	0	Mus musculus	Metazoa	439		False
B6HQN4	B6HQN4	0	Training	1	Penicillium rubens (strain ATCC 28089 / DSM 1075 / NRRL 1951 / Wisconsin 54-1255)	Fungi	268		False
O60287	O60287	0	Training	2	Homo sapiens	Metazoa	2271		False
Q9HAV7	Q9HAV7	0	Training	3	Homo sapiens	Metazoa	217		False
Q8TEC5	Q8TEC5	0	Training	4	Homo sapiens	Metazoa	729		False
Q9HCC9	Q9HCC9	0	Training	0	Homo sapiens	Metazoa	887		False
Q8NF50	Q8NF50	0	Training	1	Homo sapiens	Metazoa	2099		False
Q8C624	Q8C624	0	Training	2	Mus musculus	Metazoa	132		False
Q15038	Q15038	0	Training	3	Homo sapiens	Metazoa	168		False
Q12393	Q12393	0	Training	4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	293		False
O22267	O22267	0	Training	0	Arabidopsis thaliana	Plants	1122		True
P16455	P16455	0	Training	1	Homo sapiens	Metazoa	207		False
P43309	P43309	0	Training	2	Malus domestica	Plants	593		False
O00463	O00463	0	Training	3	Homo sapiens	Metazoa	557		False
P15771	P15771	0	Training	4	Gallus gallus	Metazoa	694		False
Q9LY23	Q9LY23	0	Training	0	Arabidopsis thaliana	Plants	286		False
P40084	P40084	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	226		False
A2AMT1	A2AMT1	0	Training	2	Mus musculus	Metazoa	669		False
Q557E7	Q557E7	0	Training	3	Dictyostelium discoideum	Other	665		False
Q9W0I5	Q9W0I5	0	Training	4	Drosophila melanogaster	Metazoa	251		False
Q9LV91	Q9LV91	0	Training	0	Arabidopsis thaliana	Plants	576		False
Q9FNZ5	Q9FNZ5	0	Training	1	Arabidopsis thaliana	Plants	142		False
Q12018	Q12018	0	Training	2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	815		False
O74350	O74350	0	Training	3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	299		False
P11930	P11930	0	Training	4	Mus musculus	Metazoa	357		False
Q9P2N6	Q9P2N6	0	Training	0	Homo sapiens	Metazoa	904		False
Q9BUL9	Q9BUL9	0	Training	1	Homo sapiens	Metazoa	199		False
P53251	P53251	0	Training	2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	210		False
Q04477	Q04477	0	Training	3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	213		False
Q6PR54	Q6PR54	0	Training	4	Mus musculus	Metazoa	2419		False
E2RU10	E2RU10	0	Training	0	Giardia intestinalis (strain ATCC 50803 / WB clone C6)	Other	238		False
P49756	P49756	0	Training	1	Homo sapiens	Metazoa	843		False
Q6GPH4	Q6GPH4	0	Training	2	Homo sapiens	Metazoa	301		False
Q06163	Q06163	0	Training	3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	884		False
Q8N108	Q8N108	0	Training	4	Homo sapiens	Metazoa	512		False
Q15326	Q15326	0	Training	0	Homo sapiens	Metazoa	602		False
Q8VCM2	Q8VCM2	0	Training	1	Mus musculus	Metazoa	349		False
Q9P267	Q9P267	0	Training	2	Homo sapiens	Metazoa	1494		False
Q04149	Q04149	0	Training	3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	632		False
Q04781	Q04781	0	Training	4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1562		False
A0A125S9M5	A0A125S9M5	0	Training	0	Hypsibius exemplaris	Metazoa	614		False
Q5XIQ3	Q5XIQ3	0	Training	1	Rattus norvegicus	Metazoa	316		False
P36517	P36517	0	Training	2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	319		False
P16522	P16522	0	Training	3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	626		False
P37263	P37263	0	Training	4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	153		False
Q84N64	Q84N64	0	Training	0	Arabidopsis thaliana	Plants	777		False
Q10PI9	Q10PI9	0	Training	1	Oryza sativa subsp. japonica	Plants	459		False
P36136	P36136	0	Training	2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	271		False
P41846	P41846	0	Training	3	Caenorhabditis elegans	Metazoa	1009		False
Q86V15	Q86V15	0	Training	4	Homo sapiens	Metazoa	1759		False
P47164	P47164	0	Training	0	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	639		False
Q14192	Q14192	0	Training	1	Homo sapiens	Metazoa	279		False
K4C9E2	K4C9E2	0	Training	2	Solanum lycopersicum	Plants	498		False
Q10666	Q10666	0	Training	3	Caenorhabditis elegans	Metazoa	438		False
P40923	P40923	0	Training	4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	201		False
P51948	P51948	0	Training	0	Homo sapiens	Metazoa	309		False
P49334	P49334	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	152		False
Q6SKR2	Q6SKR2	0	Training	2	Mus musculus	Metazoa	214		False
Q18490	Q18490	0	Training	3	Caenorhabditis elegans	Metazoa	142		False
Q06142	Q06142	0	Training	4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	861		False
Q9VWE6	Q9VWE6	0	Training	0	Drosophila melanogaster	Metazoa	2111		False
P0DJH7	P0DJH7	0	Training	1	Gallus gallus	Metazoa	80		False
Q80T69	Q80T69	0	Training	2	Mus musculus	Metazoa	795		False
Q9NAD6	Q9NAD6	0	Training	3	Caenorhabditis elegans	Metazoa	706		False
P39706	P39706	0	Training	4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	426		False
K7W9N9	K7W9N9	0	Training	0	Solanum lycopersicum	Plants	285		False
G5ED29	G5ED29	0	Training	1	Caenorhabditis elegans	Metazoa	959		False
Q9LFQ9	Q9LFQ9	0	Training	2	Arabidopsis thaliana	Plants	359		False
Q84MB6	Q84MB6	0	Training	3	Arabidopsis thaliana	Plants	332		False
O13777	O13777	0	Training	4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	217		False
Q5XG73	Q5XG73	0	Training	0	Mus musculus	Metazoa	508		False
Q96S44	Q96S44	0	Training	1	Homo sapiens	Metazoa	253		False
D3YN49	D3YN49	0	Training	2	Xenopus laevis	Metazoa	316		False
J9VP29	J9VP29	0	Training	3	Cryptococcus neoformans (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	Fungi	331		False
Q8QFX1	Q8QFX1	0	Training	4	Gallus gallus	Metazoa	1325		False
Q96JZ2	Q96JZ2	0	Training	0	Homo sapiens	Metazoa	352		False
Q8MIR0	Q8MIR0	0	Training	1	Sus scrofa	Metazoa	373		False
Q9JKL7	Q9JKL7	0	Training	2	Rattus norvegicus	Metazoa	494		False
Q7ZYP6	Q7ZYP6	0	Training	3	Xenopus laevis	Metazoa	626		False
Q7Z412	Q7Z412	0	Training	4	Homo sapiens	Metazoa	305		False
Q9LU68	Q9LU68	0	Training	0	Arabidopsis thaliana	Plants	435		False
A0A120KVR8	A0A120KVR8	0	Training	1	Trypanosoma brucei brucei	Other	1728		False
P53540	P53540	0	Training	2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	846		False
Q09406	Q09406	0	Training	3	Caenorhabditis elegans	Metazoa	534		False
Q12149	Q12149	0	Training	4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	733		False
Q944A6	Q944A6	0	Training	0	Arabidopsis thaliana	Plants	487		False
Q9Z0W3	Q9Z0W3	0	Training	1	Mus musculus	Metazoa	1402		False
A8J785	A8J785	0	Training	2	Chlamydomonas reinhardtii	Plants	209		True
P53999	P53999	0	Training	3	Homo sapiens	Metazoa	127		False
P92792	P92792	0	Training	4	Solanum tuberosum	Plants	204		False
P13405	P13405	0	Training	0	Mus musculus	Metazoa	921		False
P38727	P38727	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	235		True
Q96GZ6	Q96GZ6	0	Training	2	Homo sapiens	Metazoa	507		True
P25054	P25054	0	Training	3	Homo sapiens	Metazoa	2843		False
Q23064	Q23064	0	Training	4	Caenorhabditis elegans	Metazoa	1041		False
P82916	P82916	0	Training	0	Bos taurus	Metazoa	130		False
P48382	P48382	0	Training	1	Homo sapiens	Metazoa	616		False
Q8K4R8	Q8K4R8	0	Training	2	Rattus norvegicus	Metazoa	601		True
